bill,date,time,item,amount,total,payment_type(cash/card),buyer_id,purchase_price
100001781,22-07-2017,11:36:45,"Hat type 1, Puma",1,470.016,cash,14.0,288
100001781,22-07-2017,11:36:45,"Boots type 2, Adidas",1,6783.45,cash,14.0,3309
100001781,22-07-2017,11:36:45,"Trousers type 8, Reebok",1,2439.36,cash,14.0,1232
100001788,23-10-2016,13:36:18,"Cufflinks type 2, Adidas",1,380.88,cash,,207
100001788,23-10-2016,13:36:18,"Slippers type 3, Nike",2,627.072,cash,,276
100001788,23-10-2016,13:36:18,"Top type 3, Adidas",1,158.25,cash,,75
100001788,23-10-2016,13:36:18,"Belt type 2, Puma",1,234.768,cash,,146
100001795,30-08-2016,20:58:11,"T-shirt type 3, Puma",1,616.176,cash,,389
100001831,08-09-2018,20:23:12,"Boots type 5, Nike",2,14893.3548,cash,,7086
100001837,23-05-2017,20:09:59,"Trousers type 11, Adidas",1,1527.552,card,,884
100001837,23-05-2017,20:09:59,"Top type 2, Adidas",2,621.6,card,,336
100001849,31-01-2018,13:42:42,"Sneakers type 5, Adidas",1,1620.81,card,,783
100001849,31-01-2018,13:42:42,"Socks type 4, Reebok",1,789.93,card,,393
100001865,11-10-2016,11:33:31,"Trousers type 5, Reebok",2,4028.7592,card,1080.0,2152
100001865,11-10-2016,11:33:31,"Sneakers type 5, Puma",1,928.91608,card,1080.0,703
100001865,11-10-2016,11:33:31,"Cap type 3, Adidas",2,760.42,card,1080.0,394
100001865,11-10-2016,11:33:31,"Trousers type 6, Adidas",1,1532.0,card,1080.0,766
100001890,21-03-2018,16:32:54,"Boots type 1, Nike",1,6055.728,card,289.0,2814
100001892,22-03-2018,10:04:34,"Sneakers type 3, Reebok",1,2059.78,cash,1008.0,1138
100001904,22-01-2018,09:07:33,"Shirt type 3, Reebok",1,516.6,cash,,246
100001934,14-01-2018,11:34:43,"T-shirt type 4, Puma",1,297.344,cash,,184
100001955,17-09-2018,20:46:48,"Boots type 3, Reebok",2,13372.36,cash,,6788
100001955,17-09-2018,20:46:48,"Cufflinks type 2, Puma",2,890.56,cash,,506
100001955,17-09-2018,20:46:48,"Trousers type 10, Puma",1,1870.2,cash,,1039
100001959,06-07-2018,19:40:43,"Boots type 5, Puma",1,2273.648,cash,,1286
100001968,24-04-2017,15:23:23,"Top type 3, Puma",1,480.6,card,,267
100001968,24-04-2017,15:23:23,"Slippers type 3, Reebok",1,481.14,card,,243
100001976,16-06-2016,15:32:59,"Trousers type 12, Adidas",1,974.46,card,1112.0,447
100001999,02-12-2017,14:39:00,"Shoes type 2, Reebok",1,4327.96,cash,,2378
100002011,05-02-2016,09:37:34,"Shirt type 7, Adidas",1,1271.205,card,811.0,795
100002011,05-02-2016,09:37:34,"Shirt type 7, Nike",2,2897.9456,card,811.0,1640
100002034,19-10-2016,15:54:06,"Boots type 1, Puma",1,5053.4528,card,,3778
100002034,19-10-2016,15:54:06,"Shoes type 4, Reebok",1,6167.26,card,,3298
100002034,19-10-2016,15:54:06,"Boots type 3, Reebok",1,5415.8058,card,,3394
100002035,05-07-2016,14:13:21,"T-shirt type 4, Reebok",2,734.28,card,,348
100002052,14-08-2017,09:08:33,"Belt type 2, Adidas",1,325.95,card,,159
100002052,14-08-2017,09:08:33,"Shirt type 1, Puma",1,1397.60544,card,,814
100002061,07-12-2016,11:24:27,"Belt type 3, Reebok",1,700.1316,card,,378
100002070,06-03-2016,11:42:35,"Shirt type 6, Reebok",1,699.6,cash,,330
100002070,06-03-2016,11:42:35,"T-shirt type 3, Adidas",1,623.28,cash,,318
100002077,26-04-2017,18:19:48,"Shirt type 2, Reebok",1,554.4,card,467.0,252
100002084,12-06-2016,19:08:00,"Hat type 1, Nike",1,464.112,cash,,198
100002084,12-06-2016,19:08:00,"Shirt type 2, Puma",1,725.5872,cash,,494
100002088,07-06-2018,10:09:28,"Cap type 3, Reebok",1,315.57,cash,,157
100002088,07-06-2018,10:09:28,"Shirt type 9, Nike",2,2786.4256,cash,,1480
100002134,08-06-2018,20:36:04,"Slippers type 3, Reebok",1,481.14,cash,,243
100002134,08-06-2018,20:36:04,"Hat type 3, Nike",1,603.05664,cash,,298
100002134,08-06-2018,20:36:04,"Shoes type 3, Adidas",1,2761.2576,cash,,1608
100002134,08-06-2018,20:36:04,"Hat type 3, Reebok",1,428.3796,cash,,253
100002134,08-06-2018,20:36:04,"Sneakers type 5, Nike",2,4988.016,cash,,2412
100002134,08-06-2018,20:36:04,"Hat type 7, Adidas",1,323.84,cash,,176
100002137,17-09-2018,11:58:45,"Cufflinks type 3, Nike",1,782.6,cash,,350
100002143,31-05-2017,19:40:52,"Hat type 1, Adidas",2,418.6674,cash,,246
100002143,31-05-2017,19:40:52,"Slippers type 2, Puma",1,267.5904,cash,,181
100002144,06-04-2017,14:04:23,"Boots type 1, Puma",1,6316.816,cash,605.0,3778
100002147,06-05-2018,19:55:29,"Cap type 1, Puma",1,228.46464,cash,807.0,134
100002147,06-05-2018,19:55:29,"Belt type 4, Reebok",1,378.6384,cash,807.0,236
100002147,06-05-2018,19:55:29,"Sneakers type 1, Puma",1,2891.328,cash,807.0,1628
100002147,06-05-2018,19:55:29,"T-shirt type 6, Puma",1,150.4624,cash,807.0,110
100002147,06-05-2018,19:55:29,"Trousers type 11, Nike",2,1786.632,cash,807.0,906
100002162,21-08-2017,10:52:19,"Boots type 5, Adidas",1,2688.6726,cash,52.0,1563
100002162,21-08-2017,10:52:19,"Trousers type 11, Nike",1,893.316,cash,52.0,453
100002162,21-08-2017,10:52:19,"Socks type 6, Reebok",1,580.944,cash,52.0,380
100002162,21-08-2017,10:52:19,"Socks type 5, Reebok",2,455.1,cash,52.0,222
100002164,16-01-2018,09:46:12,"Shirt type 5, Nike",1,911.744,cash,,419
100002165,24-08-2016,13:15:46,"Shirt type 9, Adidas",1,1818.46,cash,,838
100002165,24-08-2016,13:15:46,"Cap type 3, Reebok",1,315.57,cash,,157
100002172,15-05-2017,11:51:25,"Shirt type 9, Adidas",2,3636.92,cash,,1676
100002172,15-05-2017,11:51:25,"Boots type 4, Puma",2,11619.2,cash,,7262
100002172,15-05-2017,11:51:25,"Belt type 1, Puma",1,310.184,cash,,191
100002172,15-05-2017,11:51:25,"Cap type 3, Nike",1,289.2186,cash,,165
100002172,15-05-2017,11:51:25,"Slippers type 3, Reebok",1,481.14,cash,,243
100002172,15-05-2017,11:51:25,"Sneakers type 6, Adidas",1,2545.92,cash,,1224
100002193,28-09-2016,16:34:31,"Socks type 1, Nike",1,499.63536,cash,,252
100002193,28-09-2016,16:34:31,"Trousers type 11, Puma",1,533.92752,cash,,329
100002193,28-09-2016,16:34:31,"Slippers type 2, Reebok",1,468.7,cash,,218
100002193,28-09-2016,16:34:31,"Belt type 1, Puma",2,620.368,cash,,382
100002193,28-09-2016,16:34:31,"Belt type 4, Adidas",1,398.2,cash,,181
100002193,28-09-2016,16:34:31,"Belt type 1, Reebok",1,534.0756,cash,,298
100002196,07-07-2017,11:20:20,"Sneakers type 3, Reebok",1,1997.9866,card,563.0,1138
100002201,09-10-2016,13:43:59,"Sneakers type 5, Nike",1,2494.008,cash,942.0,1206
100002203,02-08-2016,18:55:03,"Trousers type 9, Reebok",1,577.752,card,,336
100002203,02-08-2016,18:55:03,"Slippers type 2, Reebok",1,468.7,card,,218
100002211,15-04-2017,17:16:55,"T-shirt type 2, Adidas",1,439.3224,card,,258
100002211,15-04-2017,17:16:55,"Cufflinks type 4, Adidas",1,1069.81,card,,493
100002211,15-04-2017,17:16:55,"Hat type 4, Nike",1,573.672,card,,246
100002218,02-10-2016,16:34:31,"Slippers type 2, Puma",2,586.1504,card,,362
100002248,30-01-2017,19:08:48,"Socks type 5, Reebok",1,207.0705,cash,,111
100002249,02-03-2018,15:27:06,"Shirt type 6, Nike",1,1552.824,cash,,702
100002249,02-03-2018,15:27:06,"Shoes type 1, Nike",1,3176.892,cash,,1611
100002249,02-03-2018,15:27:06,"Cufflinks type 5, Adidas",1,670.32,cash,,342
100002249,02-03-2018,15:27:06,"Belt type 2, Reebok",1,423.3504,cash,,209
100002273,01-08-2018,17:19:15,"Socks type 6, Adidas",1,698.4,cash,,388
100002273,01-08-2018,17:19:15,"Trousers type 1, Nike",1,2275.036,cash,,937
100002296,29-03-2016,20:26:31,"Slippers type 3, Reebok",2,962.28,cash,,486
100002302,28-09-2017,19:07:46,"Shirt type 11, Puma",1,734.72,cash,,410
100002306,11-01-2018,20:08:41,"Shirt type 3, Reebok",1,516.6,cash,,246
100002306,11-01-2018,20:08:41,"Shirt type 11, Adidas",1,601.4,cash,,310
100002306,11-01-2018,20:08:41,"Hat type 8, Adidas",2,535.952,cash,,304
100002341,01-06-2017,11:15:01,"Shirt type 6, Puma",1,529.6896,card,,330
100002384,16-06-2017,20:44:49,"Socks type 1, Reebok",1,343.98,card,,182
100002384,16-06-2017,20:44:49,"Belt type 1, Reebok",1,540.2144,card,,298
100002392,23-01-2017,13:15:12,"Hat type 7, Puma",1,386.784,card,282.0,237
100002392,23-01-2017,13:15:12,"Shoes type 1, Adidas",1,3712.5,card,282.0,1875
100002392,23-01-2017,13:15:12,"T-shirt type 6, Puma",1,181.28,card,282.0,110
100002392,23-01-2017,13:15:12,"Sneakers type 4, Reebok",1,3502.0,card,282.0,1700
100002393,07-10-2017,16:22:50,"Top type 1, Adidas",1,781.2168,cash,,364
100002393,07-10-2017,16:22:50,"Boots type 1, Reebok",1,4622.826,cash,,2535
100002394,23-02-2016,13:45:32,"Top type 1, Adidas",1,781.2168,cash,,364
100002394,23-02-2016,13:45:32,"Sneakers type 6, Adidas",1,2545.92,cash,,1224
100002402,25-07-2017,09:29:28,"Shirt type 11, Nike",2,2339.1864,cash,1004.0,1318
100002402,25-07-2017,09:29:28,"Trousers type 5, Nike",1,2028.288,cash,1004.0,912
100002426,07-08-2016,10:32:03,"Shoes type 2, Reebok",1,4327.96,cash,628.0,2378
100002431,18-09-2016,13:52:52,"Belt type 3, Puma",1,593.712,cash,,342
100002431,18-09-2016,13:52:52,"Sneakers type 5, Nike",1,2494.008,cash,,1206
100002433,26-09-2016,17:55:52,"Hat type 5, Adidas",1,322.74,cash,,163
100002443,15-06-2017,15:13:57,"T-shirt type 7, Puma",1,201.552,card,,114
100002443,15-06-2017,15:13:57,"Sneakers type 5, Reebok",1,2070.2208,card,,1172
100002443,15-06-2017,15:13:57,"Trousers type 4, Nike",1,2360.408,card,,1007
100002443,15-06-2017,15:13:57,"Shoes type 4, Reebok",1,5858.897,card,,3298
100002494,04-01-2017,11:31:14,"Belt type 4, Nike",1,629.392,card,,283
100002494,04-01-2017,11:31:14,"Socks type 5, Puma",1,675.376,card,,382
100002496,28-02-2018,16:20:06,"Socks type 7, Puma",1,565.76,cash,,320
100002496,28-02-2018,16:20:06,"Sneakers type 5, Reebok",1,2250.24,cash,,1172
100002496,28-02-2018,16:20:06,"T-shirt type 1, Puma",1,210.3264,cash,,134
100002496,28-02-2018,16:20:06,"Boots type 6, Reebok",1,6134.52,cash,,2814
100002509,08-11-2017,20:26:37,"Trousers type 6, Adidas",1,1532.0,card,,766
100002531,03-12-2017,11:45:55,"Boots type 2, Nike",1,4806.50112,cash,,2727
100002536,03-04-2017,14:12:32,"Hat type 7, Puma",1,317.16288,cash,,237
100002545,30-03-2016,14:24:11,"Cufflinks type 1, Puma",1,216.486,card,,135
100002545,30-03-2016,14:24:11,"Boots type 1, Puma",1,6064.14336,card,,3778
100002545,30-03-2016,14:24:11,"Boots type 2, Reebok",1,2399.314,card,,1213
100002585,29-12-2016,19:56:47,"Shirt type 8, Nike",2,2345.776,cash,,1084
100002585,29-12-2016,19:56:47,"Shirt type 2, Adidas",1,1007.4,cash,,460
100002585,29-12-2016,19:56:47,"Trousers type 9, Adidas",1,428.45,cash,,205
100002585,29-12-2016,19:56:47,"Trousers type 8, Adidas",1,2105.7894,cash,,1053
100002585,29-12-2016,19:56:47,"Trousers type 11, Puma",1,544.824,cash,,329
100002586,05-08-2018,18:36:33,"Belt type 4, Puma",1,430.944,cash,,268
100002586,05-08-2018,18:36:33,"Slippers type 3, Nike",1,313.536,cash,,138
100002592,14-01-2017,20:32:00,"Trousers type 11, Adidas",1,1697.28,cash,,884
100002592,14-01-2017,20:32:00,"Shirt type 12, Reebok",2,2553.74,cash,,1258
100002592,14-01-2017,20:32:00,"T-shirt type 2, Nike",2,741.55392,cash,,432
100002641,14-06-2017,18:59:31,"Cufflinks type 3, Nike",1,782.6,card,,350
100002654,16-11-2017,15:39:22,"T-shirt type 5, Nike",1,568.4,cash,,245
100002654,16-11-2017,15:39:22,"Ball type 1, Adidas",1,57.4275,cash,,31
100002654,16-11-2017,15:39:22,"Boots type 3, Nike",1,7087.68,cash,,3312
100002654,16-11-2017,15:39:22,"Belt type 3, Puma",1,593.712,cash,,342
100002654,16-11-2017,15:39:22,"Cufflinks type 3, Nike",1,782.6,cash,,350
100002654,16-11-2017,15:39:22,"Cap type 2, Puma",1,314.64,cash,,190
100002654,16-11-2017,15:39:22,"Shirt type 7, Adidas",1,1550.25,cash,,795
100002654,16-11-2017,15:39:22,"Sneakers type 4, Nike",1,1497.23952,cash,,893
100002681,17-05-2018,20:51:06,"Trousers type 3, Nike",1,1490.43216,cash,,714
100002681,17-05-2018,20:51:06,"Sneakers type 4, Adidas",1,1544.51,cash,,739
100002682,10-09-2018,12:28:55,"Shirt type 3, Reebok",2,1033.2,cash,286.0,492
100002688,03-09-2018,20:39:27,"Slippers type 2, Adidas",1,698.92,card,,346
100002705,27-10-2017,17:20:03,"Slippers type 2, Puma",1,318.56,cash,,181
100002705,27-10-2017,17:20:03,"Belt type 3, Adidas",1,365.4,cash,,203
100002705,27-10-2017,17:20:03,"Socks type 5, Nike",1,506.984,cash,,254
100002705,27-10-2017,17:20:03,"Shirt type 6, Adidas",1,1333.2,cash,,606
100002705,27-10-2017,17:20:03,"Socks type 5, Reebok",1,227.55,cash,,111
100002705,27-10-2017,17:20:03,"Belt type 2, Adidas",1,325.95,cash,,159
100002712,15-03-2017,18:24:05,"Hat type 4, Nike",1,573.672,card,,246
100002712,15-03-2017,18:24:05,"Sneakers type 6, Nike",1,4692.12,card,,1923
100002717,29-06-2016,12:35:07,"T-shirt type 5, Nike",1,568.4,cash,,245
100002734,10-07-2016,18:10:14,"Cap type 3, Nike",1,357.06,cash,,165
100002734,10-07-2016,18:10:14,"Shirt type 11, Puma",2,1469.44,cash,,820
100002737,06-12-2016,17:39:51,"T-shirt type 4, Puma",1,291.39712,card,769.0,184
100002775,14-04-2017,17:10:24,"Ball type 1, Puma",1,66.86328,cash,,43
100002783,10-06-2016,20:57:14,"Boots type 4, Puma",1,5809.6,cash,,3631
100002789,21-10-2017,18:41:22,"Boots type 2, Adidas",1,6783.45,card,,3309
100002831,28-09-2018,18:34:54,"T-shirt type 1, Puma",1,233.696,cash,,134
100002831,28-09-2018,18:34:54,"Shoes type 1, Puma",1,3787.08,cash,,2265
100002831,28-09-2018,18:34:54,"Belt type 1, Reebok",1,613.88,cash,,298
100002831,28-09-2018,18:34:54,"Hat type 2, Adidas",1,278.8,cash,,136
100002838,21-01-2016,17:32:02,"Trousers type 4, Adidas",1,1326.105,card,149.0,705
100002840,01-04-2018,14:20:51,"Boots type 2, Puma",1,1927.072,card,,1229
100002840,01-04-2018,14:20:51,"Trousers type 7, Puma",1,482.232,card,,283
100002851,28-06-2016,12:48:44,"Shoes type 4, Nike",1,5776.12,cash,374.0,2947
100002871,05-05-2018,14:46:38,"Boots type 1, Nike",1,6055.728,card,,2814
100002904,15-05-2016,13:21:50,"Cap type 1, Nike",2,782.88896,cash,,448
100002911,15-09-2016,17:53:45,"T-shirt type 2, Puma",1,288.512,cash,,200
100002915,01-01-2016,15:44:55,"Hat type 7, Nike",1,393.76896,card,,208
100002915,01-01-2016,15:44:55,"Shirt type 3, Puma",1,238.032,card,,152
100002932,13-02-2016,12:31:30,"Sneakers type 2, Puma",1,1579.056,cash,520.0,982
100002945,14-07-2018,12:34:39,"Belt type 2, Reebok",1,396.891,card,,209
100002945,14-07-2018,12:34:39,"Hat type 7, Adidas",1,304.4096,card,,176
100002948,18-05-2018,10:39:09,"Trousers type 5, Reebok",1,1661.344,cash,,1076
100002951,11-06-2016,15:24:24,"Hat type 5, Reebok",1,226.24,cash,572.0,112
100002958,19-12-2017,17:43:22,"Socks type 1, Nike",2,1030.176,cash,,504
100002958,19-12-2017,17:43:22,"Socks type 2, Reebok",1,415.8,cash,,210
100002958,19-12-2017,17:43:22,"Shirt type 3, Reebok",2,991.872,cash,,492
100002987,07-04-2017,19:47:37,"Trousers type 8, Nike",1,1563.272,cash,601.0,743
100002987,07-04-2017,19:47:37,"Shoes type 1, Reebok",1,6119.12,cash,601.0,3122
100002987,07-04-2017,19:47:37,"Socks type 2, Puma",1,427.648,cash,601.0,257
100003011,12-08-2018,09:49:33,"Top type 3, Nike",1,535.0,card,,250
100003022,28-12-2017,11:59:58,"Hat type 5, Adidas",1,322.74,cash,,163
100003022,28-12-2017,11:59:58,"Slippers type 1, Adidas",1,364.5135,cash,,195
100003022,28-12-2017,11:59:58,"Cap type 1, Puma",1,237.984,cash,,134
100003022,28-12-2017,11:59:58,"Trousers type 5, Reebok",1,2055.9132,cash,,1076
100003033,15-07-2018,14:13:22,"Trousers type 1, Adidas",1,1502.3232,cash,,828
100003045,15-01-2016,10:48:15,"T-shirt type 4, Adidas",1,244.3392,cash,,144
100003045,15-01-2016,10:48:15,"Hat type 6, Nike",1,510.024,cash,,237
100003045,15-01-2016,10:48:15,"Slippers type 1, Adidas",1,384.111,cash,,195
100003058,09-08-2016,12:40:55,"Belt type 3, Adidas",1,306.936,card,,203
100003061,16-02-2018,11:46:07,"Boots type 5, Adidas",1,2860.29,cash,,1563
100003063,24-11-2017,16:44:05,"Shoes type 1, Adidas",1,3378.375,card,,1875
100003063,24-11-2017,16:44:05,"Trousers type 12, Adidas",1,799.0572,card,,447
100003063,24-11-2017,16:44:05,"Hat type 7, Reebok",1,374.4,card,,195
100003068,24-06-2017,15:01:17,"Shirt type 2, Puma",1,853.632,cash,,494
100003068,24-06-2017,15:01:17,"Sneakers type 3, Adidas",1,3046.7844,cash,,1637
100003069,17-08-2017,16:34:02,"T-shirt type 4, Puma",1,297.344,cash,,184
100003071,30-06-2017,20:25:31,"Shirt type 6, Puma",1,551.76,card,,330
100003083,31-10-2016,20:09:24,"Sneakers type 1, Reebok",2,4633.2,card,,2106
100003083,31-10-2016,20:09:24,"Socks type 6, Nike",1,439.9464,card,,255
100003104,15-06-2017,12:32:46,"Belt type 4, Reebok",1,450.76,cash,801.0,236
100003110,12-03-2016,19:13:02,"Trousers type 6, Adidas",1,1455.4,cash,,766
100003126,27-08-2016,18:19:39,"T-shirt type 5, Nike",1,568.4,card,,245
100003129,04-10-2016,15:05:44,"Shirt type 3, Adidas",1,747.72,cash,,372
100003129,04-10-2016,15:05:44,"Socks type 5, Adidas",1,736.32,cash,,354
100003131,17-11-2017,13:31:12,"Belt type 4, Puma",1,413.70624,cash,,268
100003145,31-03-2016,14:27:46,"Shoes type 3, Nike",1,6650.368,cash,,3352
100003165,20-12-2016,19:16:26,"Hat type 2, Puma",1,380.16,cash,,220
100003165,20-12-2016,19:16:26,"Trousers type 10, Reebok",1,340.0056,cash,,162
100003165,20-12-2016,19:16:26,"Shirt type 2, Nike",1,1951.232,cash,,824
100003165,20-12-2016,19:16:26,"Shirt type 7, Reebok",1,1310.26,cash,,686
100003165,20-12-2016,19:16:26,"Hat type 3, Puma",1,388.44,cash,,249
100003165,20-12-2016,19:16:26,"Socks type 2, Nike",1,231.34,cash,,125
100003165,20-12-2016,19:16:26,"Trousers type 11, Reebok",1,1816.84,cash,,857
100003183,25-10-2016,20:16:47,"Boots type 1, Reebok",1,4917.9,card,,2535
100003190,16-09-2016,11:32:25,"Hat type 4, Puma",1,419.45112,card,,251
100003190,16-09-2016,11:32:25,"Cufflinks type 6, Nike",1,615.048,card,,294
100003190,16-09-2016,11:32:25,"Shoes type 1, Nike",1,2922.74064,card,,1611
100003205,28-09-2018,19:04:55,"Sneakers type 3, Reebok",2,3419.2348,cash,685.0,2276
100003209,04-02-2018,10:23:54,"Boots type 2, Reebok",1,2321.0755,cash,1125.0,1213
100003209,04-02-2018,10:23:54,"Shirt type 4, Nike",2,4106.688,cash,1125.0,1752
100003209,04-02-2018,10:23:54,"Hat type 8, Reebok",1,364.5796,cash,1125.0,209
100003228,09-06-2017,10:51:40,"Trousers type 8, Adidas",1,2127.06,cash,,1053
100003228,09-06-2017,10:51:40,"Socks type 6, Reebok",1,691.6,cash,,380
100003229,14-09-2016,13:51:41,"Trousers type 1, Puma",2,1386.82368,cash,,836
100003234,13-10-2017,18:41:25,"Sneakers type 1, Nike",1,3992.892,card,,1887
100003256,24-12-2017,16:06:47,"Socks type 1, Adidas",1,787.5,card,,375
100003256,24-12-2017,16:06:47,"Top type 2, Puma",2,1248.0,card,,780
100003258,26-09-2018,16:32:51,"Cufflinks type 2, Puma",1,445.28,cash,,253
100003273,30-09-2016,17:44:18,"Cufflinks type 1, Nike",1,495.824,cash,511.0,233
100003273,30-09-2016,17:44:18,"Trousers type 3, Nike",1,1536.528,cash,511.0,714
100003295,15-02-2017,11:59:08,"Socks type 5, Nike",2,1013.968,cash,,508
100003311,31-03-2016,12:46:39,"Shirt type 1, Reebok",1,1113.4944,cash,,738
100003321,21-08-2017,19:46:00,"Socks type 6, Reebok",1,691.6,cash,856.0,380
100003348,24-03-2016,09:09:32,"Slippers type 3, Nike",2,627.072,cash,,276
100003348,24-03-2016,09:09:32,"Cufflinks type 1, Puma",1,227.88,cash,,135
100003348,24-03-2016,09:09:32,"Shirt type 7, Adidas",2,2573.415,cash,,1590
100003351,22-05-2016,18:10:13,"Shirt type 5, Puma",1,1044.96,card,157.0,622
100003351,22-05-2016,18:10:13,"Sneakers type 6, Puma",1,2577.472,card,157.0,1564
100003359,17-06-2018,18:15:27,"Socks type 4, Puma",1,297.024,card,,168
100003360,08-06-2016,19:27:41,"Belt type 2, Puma",1,234.768,cash,,146
100003371,07-07-2017,09:03:38,"Trousers type 10, Adidas",1,1226.468,card,,580
100003371,07-07-2017,09:03:38,"Shirt type 2, Adidas",1,997.326,card,,460
100003371,07-07-2017,09:03:38,"Shirt type 8, Puma",1,475.2,card,,264
100003371,07-07-2017,09:03:38,"Boots type 6, Nike",1,5533.412,card,,2279
100003385,27-08-2018,17:05:13,"Shirt type 8, Puma",1,475.2,cash,,264
100003394,25-10-2016,09:56:11,"Hat type 7, Puma",1,332.63424,cash,,237
100003394,25-10-2016,09:56:11,"Cufflinks type 4, Reebok",1,821.24,cash,,419
100003397,26-03-2017,12:01:15,"Belt type 3, Reebok",1,614.4012,cash,641.0,378
100003397,26-03-2017,12:01:15,"Top type 1, Nike",1,339.16,cash,641.0,139
100003397,26-03-2017,12:01:15,"Ball type 1, Adidas",1,60.45,cash,641.0,31
100003410,22-09-2018,18:50:54,"Sneakers type 5, Puma",1,1085.60072,cash,,703
100003410,22-09-2018,18:50:54,"Sneakers type 4, Adidas",1,1544.51,cash,,739
100003416,19-03-2017,15:36:09,"Top type 2, Adidas",1,310.8,cash,,168
100003421,11-09-2017,20:13:27,"Ball type 1, Reebok",1,88.1156,cash,,43
100003421,11-09-2017,20:13:27,"Hat type 7, Puma",1,386.784,cash,,237
100003421,11-09-2017,20:13:27,"Cufflinks type 3, Reebok",1,719.44,cash,,391
100003421,11-09-2017,20:13:27,"Sneakers type 5, Nike",1,2494.008,cash,,1206
100003421,11-09-2017,20:13:27,"Cap type 1, Reebok",1,529.2,cash,,245
100003421,11-09-2017,20:13:27,"Cap type 2, Puma",1,305.2008,cash,,190
100003421,11-09-2017,20:13:27,"Trousers type 9, Adidas",1,428.45,cash,,205
100003421,11-09-2017,20:13:27,"Hat type 4, Nike",1,573.672,cash,,246
100003433,24-03-2016,13:37:57,"Cufflinks type 7, Nike",1,581.616,card,127.0,252
100003433,24-03-2016,13:37:57,"Sneakers type 5, Puma",1,1119.176,card,127.0,703
100003433,24-03-2016,13:37:57,"Hat type 4, Reebok",1,229.4,card,127.0,124
100003437,26-04-2018,16:26:33,"Trousers type 12, Reebok",1,542.82,cash,,249
100003437,26-04-2018,16:26:33,"Sneakers type 2, Reebok",1,1256.9648,cash,,712
100003437,26-04-2018,16:26:33,"Hat type 4, Nike",1,573.672,cash,,246
100003443,09-05-2016,20:56:55,"T-shirt type 6, Adidas",1,331.15,cash,,179
100003464,20-07-2016,09:13:18,"Shirt type 5, Nike",1,765.86496,card,,419
100003464,20-07-2016,09:13:18,"Shoes type 3, Adidas",1,3340.7808,card,,1608
100003466,30-12-2017,15:40:47,"Socks type 2, Puma",2,855.296,card,,514
100003466,30-12-2017,15:40:47,"Belt type 2, Nike",1,536.8,card,,220
100003466,30-12-2017,15:40:47,"Shoes type 3, Nike",1,6650.368,card,,3352
100003471,27-06-2018,14:21:49,"Trousers type 1, Nike",1,2275.036,card,,937
100003471,27-06-2018,14:21:49,"Cufflinks type 1, Adidas",1,526.62,card,,262
100003523,12-07-2018,11:07:00,"Slippers type 2, Adidas",1,684.9416,cash,,346
100003536,09-08-2018,18:53:48,"Hat type 2, Adidas",1,278.8,cash,,136
100003536,09-08-2018,18:53:48,"Shoes type 4, Reebok",1,6167.26,cash,,3298
100003537,14-03-2017,09:43:13,"Sneakers type 4, Reebok",1,3502.0,cash,5.0,1700
100003537,14-03-2017,09:43:13,"Cufflinks type 2, Nike",2,463.088,cash,5.0,206
100003537,14-03-2017,09:43:13,"Shirt type 6, Puma",1,551.76,cash,5.0,330
100003549,28-04-2017,12:35:31,"Hat type 1, Adidas",1,225.09,cash,,123
100003549,28-04-2017,12:35:31,"Shirt type 8, Adidas",2,1299.3,cash,,710
100003549,28-04-2017,12:35:31,"Socks type 1, Adidas",2,1575.0,cash,,750
100003549,28-04-2017,12:35:31,"Shoes type 4, Nike",1,5776.12,cash,,2947
100003580,21-12-2016,19:49:42,"T-shirt type 1, Reebok",1,309.68,card,1165.0,158
100003580,21-12-2016,19:49:42,"T-shirt type 3, Adidas",1,623.28,card,1165.0,318
100003599,23-06-2018,20:02:16,"Slippers type 1, Puma",1,294.84,card,,189
100003599,23-06-2018,20:02:16,"Shoes type 3, Nike",1,6650.368,card,,3352
100003599,23-06-2018,20:02:16,"Belt type 4, Reebok",1,410.1916,card,,236
100003599,23-06-2018,20:02:16,"Cufflinks type 5, Nike",2,1899.296,card,,854
100003599,23-06-2018,20:02:16,"Shirt type 4, Nike",1,2053.344,card,,876
100003599,23-06-2018,20:02:16,"Shirt type 8, Puma",1,475.2,card,,264
100003599,23-06-2018,20:02:16,"Trousers type 6, Adidas",1,1302.2,card,,766
100003629,01-08-2016,14:35:58,"Socks type 2, Reebok",1,415.8,cash,,210
100003630,18-08-2017,13:33:36,"Cap type 1, Nike",1,455.168,card,,224
100003630,18-08-2017,13:33:36,"Shirt type 11, Adidas",1,601.4,card,,310
100003646,01-06-2018,12:15:09,"Trousers type 5, Reebok",1,1765.178,cash,1271.0,1076
100003646,01-06-2018,12:15:09,"Shirt type 2, Reebok",1,554.4,cash,1271.0,252
100003646,01-06-2018,12:15:09,"T-shirt type 4, Puma",1,297.344,cash,1271.0,184
100003646,01-06-2018,12:15:09,"Sneakers type 3, Nike",2,5302.352,cash,1271.0,2564
100003656,26-02-2016,16:59:05,"Socks type 4, Adidas",1,688.2,cash,,370
100003656,26-02-2016,16:59:05,"Shoes type 2, Nike",1,3792.536,cash,,1562
100003663,22-01-2016,17:47:01,"Trousers type 11, Adidas",1,1697.28,card,,884
100003667,06-04-2018,14:56:51,"Cap type 1, Adidas",1,339.5,card,,175
