bill_n,date,time,item,amount,unit_price,total,payment_type(cash/card),buyer_id,shop_id,purchase_cost,date_of_purchase
100001905,2018-07-18,10:19:14,"Boots type 2, Adidas",1,6783.45,6783.45,cash,,shop_9,3309,2018-07-22
100001906,2017-01-17,09:14:20,"Shoes type 3, Reebok",1,2500.2000000000003,2500.2000000000003,card,,shop_7,1389,2017-01-17
100001906,2017-01-17,09:14:20,"Cap type 2, Nike",1,541.66,541.66,card,,shop_7,265,2017-01-17
100001906,2017-01-17,09:14:20,"Cufflinks type 2, Adidas",2,380.88,761.76,card,,shop_7,414,2017-01-17
100001906,2017-01-17,09:14:20,"Shirt type 7, Reebok",1,1310.26,1310.26,card,,shop_7,686,2017-01-17
100001906,2017-01-17,09:14:20,"Shirt type 5, Adidas",1,1433.36,1433.36,card,,shop_7,779,2017-01-17
100001906,2017-01-17,09:14:20,"Sneakers type 1, Reebok",1,2154.438,2154.438,card,,shop_7,1053,2017-01-17
100001907,2018-03-11,18:26:14,"Top type 2, Reebok",1,411.0821,411.0821,cash,634.0,shop_6,247,2018-03-11
100001908,2017-02-22,20:03:59,"Shirt type 3, Reebok",1,480.438,480.438,cash,,shop_9,246,2017-02-22
100001908,2017-02-22,20:03:59,"Trousers type 5, Puma",2,1957.6574400000002,3915.3148800000004,cash,,shop_9,2414,2017-02-22
100001909,2016-08-30,11:26:07,"Cap type 2, Reebok",1,196.35000000000002,196.35000000000002,card,,shop_4,105,2016-08-30
100001910,2018-09-18,10:18:35,"Shirt type 2, Puma",1,853.6320000000001,853.6320000000001,cash,,shop_4,494,2018-09-19
100001911,2017-11-06,12:18:04,"Shirt type 10, Nike",1,397.46,397.46,cash,615.0,shop_5,167,2017-11-09
100001913,2017-11-23,17:14:10,"Sneakers type 6, Adidas",1,2164.032,2164.032,card,,shop_6,1224,2017-11-23
100001913,2017-11-23,17:14:10,"Slippers type 3, Adidas",1,246.40180000000004,246.40180000000004,card,,shop_6,151,2017-11-23
100001914,2018-03-30,20:58:04,"Boots type 2, Nike",1,5933.952,5933.952,cash,,shop_1,2727,2018-03-30
100001915,2017-05-27,12:34:02,"Hat type 7, Adidas",1,265.54879999999997,265.54879999999997,card,,shop_6,176,2017-05-30
100001915,2017-05-27,12:34:02,"Cufflinks type 3, Nike",1,782.5999999999999,782.5999999999999,card,,shop_6,350,2017-05-30
100001915,2017-05-27,12:34:02,"Belt type 2, Nike",1,536.8,536.8,card,,shop_6,220,2017-05-30
100001915,2017-05-27,12:34:02,"Boots type 3, Reebok",1,6686.18,6686.18,card,,shop_6,3394,2017-05-30
100001915,2017-05-27,12:34:02,"Boots type 4, Adidas",1,7128.99,7128.99,card,,shop_6,3411,2017-05-30
100001915,2017-05-27,12:34:02,"Belt type 2, Nike",1,536.8,536.8,card,,shop_6,220,2017-05-30
100001915,2017-05-27,12:34:02,"Trousers type 4, Reebok",1,2210.8799999999997,2210.8799999999997,card,,shop_6,1176,2017-05-30
100001916,2017-05-27,16:09:02,"Cufflinks type 6, Reebok",2,413.27000000000004,826.5400000000001,cash,192.0,shop_4,442,2017-05-30
100001917,2016-11-26,20:26:04,"Cufflinks type 7, Puma",1,196.0,196.0,cash,,shop_3,125,2016-12-01
100001917,2016-11-26,20:26:04,"Shirt type 3, Adidas",1,650.5164,650.5164,cash,,shop_3,372,2016-12-01
100001918,2018-04-16,17:08:11,"Hat type 8, Nike",1,569.64,569.64,cash,1237.0,shop_2,282,2018-04-17
100001918,2018-04-16,17:08:11,"Shirt type 9, Nike",1,1699.0400000000002,1699.0400000000002,cash,1237.0,shop_2,740,2018-04-17
100001919,2018-04-25,18:25:08,"Cufflinks type 7, Puma",1,196.0,196.0,card,,shop_9,125,2018-04-29
100001921,2017-03-07,15:01:59,"Shoes type 3, Adidas",1,3408.96,3408.96,card,562.0,shop_2,1608,2017-03-07
100001922,2016-07-28,20:27:52,"Cap type 1, Puma",1,237.984,237.984,cash,527.0,shop_6,134,2016-07-29
100001922,2016-07-28,20:27:52,"Shirt type 8, Reebok",2,1009.7405000000002,2019.4810000000004,cash,527.0,shop_6,1126,2016-07-29
100001923,2018-01-28,09:02:59,"Top type 4, Adidas",1,195.48900000000003,195.48900000000003,card,,shop_2,107,2018-01-28
100001923,2018-01-28,09:02:59,"Sneakers type 4, Puma",2,1219.59936,2439.19872,card,,shop_2,1824,2018-01-28
100001923,2018-01-28,09:02:59,"Top type 4, Nike",1,402.28,402.28,card,,shop_2,178,2018-01-28
100001924,2018-02-25,18:38:40,"Cap type 1, Adidas",1,339.5,339.5,cash,,shop_4,175,2018-03-02
100001924,2018-02-25,18:38:40,"Shirt type 2, Reebok",1,554.4000000000001,554.4000000000001,cash,,shop_4,252,2018-03-02
100001925,2017-06-17,09:04:24,"Trousers type 2, Puma",1,990.964,990.964,cash,,shop_1,590,2017-06-19
100001925,2017-06-17,09:04:24,"Sneakers type 2, Reebok",1,1295.84,1295.84,cash,,shop_1,712,2017-06-19
100001926,2017-01-07,13:16:40,"Shirt type 12, Puma",1,548.416,548.416,card,,shop_2,328,2017-01-08
100001927,2016-04-20,13:10:24,"Boots type 5, Nike",2,6405.744,12811.488,card,,shop_9,7086,2016-04-20
100001927,2016-04-20,13:10:24,"Trousers type 2, Nike",1,1406.532,1406.532,card,,shop_9,597,2016-04-20
100001927,2016-04-20,13:10:24,"Socks type 5, Adidas",1,736.32,736.32,card,,shop_9,354,2016-04-20
100001928,2018-06-16,09:51:13,"Shirt type 3, Nike",1,1580.8847600000001,1580.8847600000001,cash,260.0,shop_6,821,2018-06-16
100001928,2018-06-16,09:51:13,"Shoes type 2, Reebok",1,4327.96,4327.96,cash,260.0,shop_6,2378,2018-06-16
100001928,2018-06-16,09:51:13,"Shirt type 3, Nike",1,1737.236,1737.236,cash,260.0,shop_6,821,2018-06-16
100001928,2018-06-16,09:51:13,"Trousers type 2, Puma",1,1043.1200000000001,1043.1200000000001,cash,260.0,shop_6,590,2018-06-16
100001928,2018-06-16,09:51:13,"Socks type 2, Puma",1,427.648,427.648,cash,260.0,shop_6,257,2018-06-16
100001928,2018-06-16,09:51:13,"T-shirt type 3, Reebok",1,440.7,440.7,cash,260.0,shop_6,226,2018-06-16
100001929,2017-05-04,17:26:12,"Cap type 2, Reebok",1,196.35000000000002,196.35000000000002,cash,,shop_4,105,2017-05-04
100001930,2016-07-24,10:12:29,"Shirt type 10, Adidas",1,384.33399999999995,384.33399999999995,card,,shop_1,205,2016-07-25
100001930,2016-07-24,10:12:29,"Boots type 4, Nike",1,6929.088,6929.088,card,,shop_1,2868,2016-07-25
100001931,2016-07-20,17:45:38,"Trousers type 7, Adidas",1,1984.3200000000002,1984.3200000000002,cash,,shop_1,954,2016-07-20
100001931,2016-07-20,17:45:38,"Cufflinks type 3, Nike",1,641.732,641.732,cash,,shop_1,350,2016-07-20
100001933,2016-04-14,15:50:23,"Slippers type 1, Puma",1,294.84000000000003,294.84000000000003,card,822.0,shop_9,189,2016-04-18
100001935,2017-08-05,12:18:33,"Trousers type 6, Nike",1,1953.4427999999996,1953.4427999999996,card,,shop_2,1062,2017-08-05
100001935,2017-08-05,12:18:33,"Shirt type 8, Puma",1,394.416,394.416,card,,shop_2,264,2017-08-05
100001935,2017-08-05,12:18:33,"Cufflinks type 1, Adidas",1,526.6199999999999,526.6199999999999,card,,shop_2,262,2017-08-05
100001935,2017-08-05,12:18:33,"Shoes type 2, Reebok",1,4327.96,4327.96,card,,shop_2,2378,2017-08-05
100001935,2017-08-05,12:18:33,"Sneakers type 4, Nike",1,1782.4279999999999,1782.4279999999999,card,,shop_2,893,2017-08-05
100001937,2017-04-24,10:50:33,"Shirt type 4, Puma",1,799.9920000000001,799.9920000000001,card,458.0,shop_2,542,2017-04-24
100001938,2016-11-08,15:35:59,"Hat type 1, Adidas",2,225.09,450.18,card,,shop_4,246,2016-11-09
100001939,2017-08-20,19:30:34,"Top type 3, Puma",1,480.6,480.6,cash,,shop_6,267,2017-08-20
100001939,2017-08-20,19:30:34,"Socks type 7, Puma",2,565.76,1131.52,cash,,shop_6,640,2017-08-20
100001939,2017-08-20,19:30:34,"Shirt type 8, Puma",1,475.2,475.2,cash,,shop_6,264,2017-08-20
100001939,2017-08-20,19:30:34,"Slippers type 1, Adidas",1,352.75499999999994,352.75499999999994,cash,,shop_6,195,2017-08-20
100001940,2017-03-16,15:56:52,"Trousers type 1, Adidas",1,1564.92,1564.92,cash,831.0,shop_4,828,2017-03-16
100001940,2017-03-16,15:56:52,"Shirt type 6, Adidas",2,1333.2,2666.4,cash,831.0,shop_4,1212,2017-03-16
100001940,2017-03-16,15:56:52,"Shirt type 7, Nike",2,1646.56,3293.12,cash,831.0,shop_4,1640,2017-03-16
100001940,2017-03-16,15:56:52,"T-shirt type 6, Reebok",1,371.04999999999995,371.04999999999995,cash,831.0,shop_4,181,2017-03-16
100001941,2016-09-07,16:11:53,"T-shirt type 5, Adidas",1,514.3122000000001,514.3122000000001,cash,,shop_3,303,2016-09-11
100001942,2016-01-09,18:23:51,"Trousers type 3, Adidas",1,2062.393,2062.393,card,,shop_7,1102,2016-01-12
100001942,2016-01-09,18:23:51,"T-shirt type 3, Reebok",2,440.7,881.4,card,,shop_7,452,2016-01-12
100001942,2016-01-09,18:23:51,"Hat type 3, Adidas",1,231.0,231.0,card,,shop_7,110,2016-01-12
100001943,2018-06-28,10:54:16,"Shoes type 1, Reebok",1,5446.0168,5446.0168,cash,,shop_2,3122,2018-07-03
100001943,2018-06-28,10:54:16,"Socks type 2, Reebok",1,415.8,415.8,cash,,shop_2,210,2018-07-03
100001943,2018-06-28,10:54:16,"Belt type 4, Reebok",2,450.76000000000005,901.5200000000001,cash,,shop_2,472,2018-07-03
100001944,2017-10-12,11:27:53,"Hat type 7, Nike",2,393.76896000000005,787.5379200000001,card,,shop_7,416,2017-10-16
100001945,2017-08-21,13:19:11,"Trousers type 9, Nike",1,815.6480000000001,815.6480000000001,cash,,shop_6,359,2017-08-22
100001945,2017-08-21,13:19:11,"Hat type 7, Puma",1,363.57696000000004,363.57696000000004,cash,,shop_6,237,2017-08-22
100001945,2017-08-21,13:19:11,"Top type 3, Reebok",1,448.152,448.152,cash,,shop_6,263,2017-08-22
100001945,2017-08-21,13:19:11,"Cap type 1, Nike",1,450.61632000000003,450.61632000000003,cash,,shop_6,224,2017-08-22
100001946,2016-09-20,12:34:38,"Shirt type 5, Reebok",1,971.8799999999999,971.8799999999999,cash,,shop_3,534,2016-09-21
100001946,2016-09-20,12:34:38,"Shirt type 3, Adidas",1,747.7199999999999,747.7199999999999,cash,,shop_3,372,2016-09-21
100001947,2016-08-04,11:25:28,"T-shirt type 3, Puma",1,511.42608,511.42608,cash,,shop_4,389,2016-08-04
100001947,2016-08-04,11:25:28,"Slippers type 3, Nike",1,313.53600000000006,313.53600000000006,cash,,shop_4,138,2016-08-04
100001947,2016-08-04,11:25:28,"Shirt type 7, Nike",1,1498.3696,1498.3696,cash,,shop_4,820,2016-08-04
100001948,2016-04-23,19:41:17,"Sneakers type 1, Nike",2,3992.8920000000003,7985.784000000001,card,71.0,shop_2,3774,2016-04-24
100001948,2016-04-23,19:41:17,"Cufflinks type 2, Reebok",1,432.0,432.0,card,71.0,shop_2,200,2016-04-24
100001949,2018-03-22,13:34:26,"Hat type 8, Reebok",1,409.64,409.64,cash,511.0,shop_5,209,2018-03-27
100001949,2018-03-22,13:34:26,"Boots type 1, Nike",1,5450.1552,5450.1552,cash,511.0,shop_5,2814,2018-03-27
100001949,2018-03-22,13:34:26,"Sneakers type 5, Puma",1,1119.1760000000002,1119.1760000000002,cash,511.0,shop_5,703,2018-03-27
100001952,2017-08-14,12:16:26,"Trousers type 5, Puma",1,2105.0080000000003,2105.0080000000003,cash,999.0,shop_9,1207,2017-08-14
100001952,2017-08-14,12:16:26,"Top type 1, Puma",2,420.784,841.568,cash,999.0,shop_9,476,2017-08-14
100001953,2018-06-27,10:32:02,"Shirt type 3, Puma",2,270.86400000000003,541.7280000000001,cash,,shop_5,304,2018-06-28
100001954,2018-02-22,17:49:08,"Hat type 2, Nike",1,546.4480000000001,546.4480000000001,card,,shop_7,238,2018-02-25
100001954,2018-02-22,17:49:08,"T-shirt type 3, Nike",1,428.21399999999994,428.21399999999994,card,,shop_7,230,2018-02-25
100001954,2018-02-22,17:49:08,"Shirt type 11, Reebok",1,1481.4799999999998,1481.4799999999998,card,,shop_7,814,2018-02-25
100001956,2017-06-12,15:09:49,"Hat type 5, Reebok",1,203.616,203.616,card,900.0,shop_2,112,2017-06-12
100001956,2017-06-12,15:09:49,"Boots type 1, Adidas",1,7293.790000000001,7293.790000000001,card,900.0,shop_2,3593,2017-06-12
100001957,2016-04-23,16:06:29,"Sneakers type 6, Nike",1,4692.12,4692.12,card,,shop_1,1923,2016-04-23
100001957,2016-04-23,16:06:29,"Shirt type 8, Nike",1,1172.888,1172.888,card,,shop_1,542,2016-04-23
100001958,2016-10-19,11:14:41,"T-shirt type 3, Adidas",1,623.28,623.28,card,,shop_5,318,2016-10-19
100001958,2016-10-19,11:14:41,"Belt type 4, Nike",1,629.392,629.392,card,,shop_5,283,2016-10-19
100001961,2018-03-18,14:34:01,"Trousers type 2, Reebok",1,335.49000000000007,335.49000000000007,cash,,shop_7,159,2018-03-19
100001961,2018-03-18,14:34:01,"Trousers type 12, Nike",1,1640.3119999999997,1640.3119999999997,cash,,shop_7,758,2018-03-19
100001961,2018-03-18,14:34:01,"Socks type 5, Nike",1,506.984,506.984,cash,,shop_7,254,2018-03-19
100001961,2018-03-18,14:34:01,"Cufflinks type 6, Adidas",2,356.84999999999997,713.6999999999999,cash,,shop_7,366,2018-03-19
100001961,2018-03-18,14:34:01,"Hat type 7, Puma",1,386.78400000000005,386.78400000000005,cash,,shop_7,237,2018-03-19
100001964,2016-07-09,16:14:51,"Cap type 3, Reebok",1,315.57,315.57,card,556.0,shop_6,157,2016-07-13
100001965,2016-09-28,15:54:32,"Cufflinks type 1, Puma",1,227.88000000000002,227.88000000000002,cash,298.0,shop_7,135,2016-10-02
100001965,2016-09-28,15:54:32,"Hat type 5, Adidas",1,322.74,322.74,cash,298.0,shop_7,163,2016-10-02
100001965,2016-09-28,15:54:32,"Shirt type 6, Reebok",1,699.6,699.6,cash,298.0,shop_7,330,2016-10-02
100001966,2016-07-22,13:50:22,"Shirt type 4, Reebok",1,1573.466,1573.466,cash,,shop_5,881,2016-07-22
100001966,2016-07-22,13:50:22,"Shoes type 4, Adidas",1,3582.7800000000007,3582.7800000000007,cash,,shop_5,1698,2016-07-22
100001967,2016-04-01,13:29:34,"Shoes type 2, Reebok",1,4284.6804,4284.6804,card,,shop_9,2378,2016-04-01
100001967,2016-04-01,13:29:34,"Shirt type 9, Puma",1,669.8000000000001,669.8000000000001,card,,shop_9,425,2016-04-01
100001967,2016-04-01,13:29:34,"Socks type 2, Nike",1,225.95999999999998,225.95999999999998,card,,shop_9,125,2016-04-01
100001969,2018-05-07,19:33:38,"Hat type 2, Nike",1,546.4480000000001,546.4480000000001,cash,,shop_1,238,2018-05-07
100001969,2018-05-07,19:33:38,"T-shirt type 5, Puma",1,247.976,247.976,cash,,shop_1,139,2018-05-07
100001969,2018-05-07,19:33:38,"T-shirt type 6, Reebok",1,371.04999999999995,371.04999999999995,cash,,shop_1,181,2018-05-07
100001969,2018-05-07,19:33:38,"Shirt type 1, Reebok",1,1357.9199999999998,1357.9199999999998,cash,,shop_1,738,2018-05-07
100001971,2017-11-13,13:15:50,"Cufflinks type 3, Nike",1,782.5999999999999,782.5999999999999,card,,shop_6,350,2017-11-13
100001971,2017-11-13,13:15:50,"Hat type 2, Adidas",2,231.40399999999994,462.8079999999999,card,,shop_6,272,2017-11-13
100001973,2016-01-29,20:14:15,"Shirt type 8, Nike",1,1172.888,1172.888,card,,shop_7,542,2016-01-29
100001974,2018-09-19,12:21:27,"Shirt type 5, Nike",1,911.744,911.744,cash,,shop_9,419,2018-09-23
100001974,2018-09-19,12:21:27,"Sneakers type 1, Nike",1,3992.8920000000003,3992.8920000000003,cash,,shop_9,1887,2018-09-23
100001974,2018-09-19,12:21:27,"Trousers type 11, Reebok",1,1816.8400000000001,1816.8400000000001,cash,,shop_9,857,2018-09-23
100001974,2018-09-19,12:21:27,"T-shirt type 7, Adidas",1,294.8886,294.8886,cash,,shop_9,167,2018-09-23
100001974,2018-09-19,12:21:27,"Trousers type 7, Adidas",1,1984.3200000000002,1984.3200000000002,cash,,shop_9,954,2018-09-23
100001975,2018-02-12,12:16:46,"Shirt type 3, Adidas",2,740.2427999999999,1480.4855999999997,card,,shop_5,744,2018-02-14
100001975,2018-02-12,12:16:46,"Trousers type 8, Adidas",1,2127.06,2127.06,card,,shop_5,1053,2018-02-14
100001975,2018-02-12,12:16:46,"Boots type 6, Reebok",1,6134.5199999999995,6134.5199999999995,card,,shop_5,2814,2018-02-14
100001978,2017-12-24,18:44:47,"Cufflinks type 2, Reebok",1,432.0,432.0,card,,shop_8,200,2017-12-29
100001978,2017-12-24,18:44:47,"Cufflinks type 4, Reebok",1,755.5408,755.5408,card,,shop_8,419,2017-12-29
100001979,2018-01-23,16:05:32,"Top type 4, Puma",1,234.752,234.752,cash,,shop_8,131,2018-01-24
100001979,2018-01-23,16:05:32,"Socks type 2, Nike",1,269.0,269.0,cash,,shop_8,125,2018-01-24
100001979,2018-01-23,16:05:32,"Sneakers type 5, Reebok",1,1800.192,1800.192,cash,,shop_8,1172,2018-01-24
100001979,2018-01-23,16:05:32,"Hat type 4, Puma",2,423.68800000000005,847.3760000000001,cash,,shop_8,502,2018-01-24
100001979,2018-01-23,16:05:32,"Belt type 3, Nike",1,436.41552,436.41552,cash,,shop_8,211,2018-01-24
100001980,2017-12-27,09:15:47,"Trousers type 11, Puma",1,544.8240000000001,544.8240000000001,cash,896.0,shop_3,329,2017-12-27
100001980,2017-12-27,09:15:47,"Shirt type 10, Reebok",1,1125.72,1125.72,cash,896.0,shop_3,531,2017-12-27
100001981,2016-07-11,13:37:03,"Shirt type 12, Nike",1,974.028,974.028,card,,shop_5,471,2016-07-11
100001981,2016-07-11,13:37:03,"Trousers type 10, Adidas",2,1213.8239999999998,2427.6479999999997,card,,shop_5,1160,2016-07-11
100001982,2018-01-02,17:38:29,"Shirt type 8, Reebok",1,1187.9300000000003,1187.9300000000003,card,,shop_7,563,2018-01-02
100001983,2016-03-20,19:11:40,"Hat type 1, Reebok",1,495.55,495.55,cash,,shop_2,265,2016-03-21
100001983,2016-03-20,19:11:40,"Trousers type 2, Puma",1,1043.1200000000001,1043.1200000000001,cash,,shop_2,590,2016-03-21
100001983,2016-03-20,19:11:40,"Shoes type 1, Adidas",1,3304.125,3304.125,cash,,shop_2,1875,2016-03-21
100001983,2016-03-20,19:11:40,"Hat type 5, Reebok",1,226.24,226.24,cash,,shop_2,112,2016-03-21
100001984,2017-04-07,13:20:34,"Sneakers type 6, Puma",1,2577.472,2577.472,cash,,shop_4,1564,2017-04-08
100001985,2018-05-16,13:52:35,"Top type 4, Reebok",1,271.59999999999997,271.59999999999997,cash,,shop_2,140,2018-05-16
100001986,2016-01-08,11:43:54,"Boots type 3, Nike",1,7087.679999999999,7087.679999999999,cash,,shop_1,3312,2016-01-13
100001987,2016-07-22,16:56:18,"Cufflinks type 2, Adidas",1,380.88,380.88,cash,,shop_6,207,2016-07-22
100001987,2016-07-22,16:56:18,"Sneakers type 5, Adidas",1,1620.8100000000002,1620.8100000000002,cash,,shop_6,783,2016-07-22
100001987,2016-07-22,16:56:18,"Cap type 1, Adidas",1,339.5,339.5,cash,,shop_6,175,2016-07-22
100001987,2016-07-22,16:56:18,"Shirt type 1, Reebok",1,1357.9199999999998,1357.9199999999998,cash,,shop_6,738,2016-07-22
100001988,2018-09-30,11:49:34,"T-shirt type 6, Adidas",1,331.15000000000003,331.15000000000003,cash,717.0,shop_1,179,2018-09-30
100001988,2018-09-30,11:49:34,"Socks type 5, Nike",1,506.984,506.984,cash,717.0,shop_1,254,2018-09-30
100001988,2018-09-30,11:49:34,"Top type 2, Reebok",1,461.89000000000004,461.89000000000004,cash,717.0,shop_1,247,2018-09-30
100001988,2018-09-30,11:49:34,"Trousers type 1, Nike",1,2047.5324,2047.5324,cash,717.0,shop_1,937,2018-09-30
100001989,2017-08-07,17:49:44,"Hat type 4, Puma",1,377.08232000000004,377.08232000000004,cash,,shop_6,251,2017-08-08
100001989,2017-08-07,17:49:44,"Belt type 3, Nike",1,469.26400000000007,469.26400000000007,cash,,shop_6,211,2017-08-08
100001990,2016-02-19,14:39:10,"Top type 3, Puma",1,427.73400000000004,427.73400000000004,card,,shop_8,267,2016-02-19
100001990,2016-02-19,14:39:10,"Sneakers type 1, Adidas",1,3338.6800000000003,3338.6800000000003,card,,shop_8,1748,2016-02-19
100001990,2016-02-19,14:39:10,"Shirt type 6, Reebok",1,699.6,699.6,card,,shop_8,330,2016-02-19
100001991,2016-06-28,09:26:56,"T-shirt type 6, Nike",1,662.244,662.244,card,,shop_2,346,2016-06-28
100001993,2017-12-14,12:17:55,"Top type 3, Nike",2,534.9999999999999,1069.9999999999998,cash,,shop_4,500,2017-12-19
100001993,2017-12-14,12:17:55,"Socks type 6, Adidas",1,698.4,698.4,cash,,shop_4,388,2017-12-19
100001993,2017-12-14,12:17:55,"Cap type 2, Reebok",2,190.45950000000002,380.91900000000004,cash,,shop_4,210,2017-12-19
100001995,2018-07-11,20:00:58,"Cufflinks type 7, Adidas",1,334.88,334.88,cash,,shop_5,184,2018-07-14
100001995,2018-07-11,20:00:58,"Socks type 7, Reebok",1,315.59,315.59,cash,,shop_5,151,2018-07-14
100001995,2018-07-11,20:00:58,"Trousers type 12, Puma",1,296.192,296.192,cash,,shop_5,178,2018-07-14
100001996,2016-05-08,12:10:35,"Boots type 3, Nike",1,7087.679999999999,7087.679999999999,cash,,shop_3,3312,2016-05-09
100001997,2017-10-08,19:12:23,"T-shirt type 1, Puma",1,233.69600000000003,233.69600000000003,card,,shop_5,134,2017-10-08
100001997,2017-10-08,19:12:23,"Hat type 6, Adidas",1,463.21999999999997,463.21999999999997,card,,shop_5,265,2017-10-08
100001998,2017-10-01,14:36:20,"Hat type 7, Reebok",1,374.4,374.4,cash,,shop_4,195,2017-10-05
100001998,2017-10-01,14:36:20,"Cufflinks type 4, Nike",1,378.3976,378.3976,cash,,shop_4,197,2017-10-05
100002000,2018-04-29,17:53:50,"T-shirt type 1, Reebok",1,309.68,309.68,card,855.0,shop_4,158,2018-04-29
100002000,2018-04-29,17:53:50,"Trousers type 11, Adidas",1,1697.28,1697.28,card,855.0,shop_4,884,2018-04-29
100002001,2018-09-03,14:49:58,"Cufflinks type 3, Reebok",1,719.4399999999999,719.4399999999999,cash,,shop_5,391,2018-09-03
100002001,2018-09-03,14:49:58,"Socks type 1, Puma",1,215.496,215.496,cash,,shop_5,123,2018-09-03
100002002,2016-12-27,19:52:36,"Boots type 2, Adidas",1,6783.45,6783.45,cash,,shop_2,3309,2017-01-01
100002003,2016-11-17,10:01:05,"Shirt type 10, Reebok",2,1114.4628,2228.9256,card,,shop_8,1062,2016-11-17
100002003,2016-11-17,10:01:05,"Socks type 1, Adidas",1,693.0,693.0,card,,shop_8,375,2016-11-17
100002003,2016-11-17,10:01:05,"Trousers type 5, Adidas",1,787.6197000000002,787.6197000000002,card,,shop_8,479,2016-11-17
100002004,2016-02-12,17:20:06,"Slippers type 2, Adidas",1,698.92,698.92,cash,,shop_4,346,2016-02-14
100002006,2017-02-23,17:10:57,"Belt type 1, Reebok",1,613.88,613.88,cash,,shop_2,298,2017-02-23
100002007,2018-05-05,10:57:24,"Shirt type 5, Adidas",1,1433.36,1433.36,card,,shop_9,779,2018-05-09
100002008,2018-09-26,11:31:33,"Socks type 4, Adidas",1,653.7899999999998,653.7899999999998,cash,,shop_9,370,2018-09-26
100002009,2017-01-09,10:50:19,"Boots type 1, Reebok",1,4376.931,4376.931,cash,618.0,shop_5,2535,2017-01-09
100002009,2017-01-09,10:50:19,"Cap type 2, Nike",2,541.66,1083.32,cash,618.0,shop_5,530,2017-01-09
100002009,2017-01-09,10:50:19,"Trousers type 5, Adidas",1,972.3700000000001,972.3700000000001,cash,618.0,shop_5,479,2017-01-09
100002010,2017-05-06,13:33:09,"Trousers type 8, Nike",1,1516.3738400000002,1516.3738400000002,cash,,shop_2,743,2017-05-06
100002010,2017-05-06,13:33:09,"Belt type 1, Puma",1,310.184,310.184,cash,,shop_2,191,2017-05-06
100002010,2017-05-06,13:33:09,"Trousers type 5, Adidas",1,816.7908000000001,816.7908000000001,cash,,shop_2,479,2017-05-06
100002012,2017-08-02,18:26:00,"Cap type 1, Puma",1,221.32512,221.32512,card,,shop_5,134,2017-08-02
100002012,2017-08-02,18:26:00,"Trousers type 5, Reebok",1,2076.6800000000003,2076.6800000000003,card,,shop_5,1076,2017-08-02
100002012,2017-08-02,18:26:00,"Socks type 2, Reebok",1,415.8,415.8,card,,shop_5,210,2017-08-02
100002012,2017-08-02,18:26:00,"Socks type 3, Nike",1,436.24399999999997,436.24399999999997,card,,shop_5,191,2017-08-02
100002012,2017-08-02,18:26:00,"Ball type 2, Nike",1,68.5684,68.5684,card,,shop_5,37,2017-08-02
100002012,2017-08-02,18:26:00,"T-shirt type 7, Puma",1,201.552,201.552,card,,shop_5,114,2017-08-02
100002012,2017-08-02,18:26:00,"Trousers type 3, Adidas",1,2170.94,2170.94,card,,shop_5,1102,2017-08-02
100002013,2017-04-22,18:22:46,"T-shirt type 1, Reebok",1,291.0992,291.0992,card,847.0,shop_2,158,2017-04-24
100002014,2017-11-17,14:56:56,"T-shirt type 4, Nike",1,594.336,594.336,cash,,shop_6,246,2017-11-17
100002014,2017-11-17,14:56:56,"T-shirt type 2, Reebok",1,385.2,385.2,cash,,shop_6,214,2017-11-17
100002014,2017-11-17,14:56:56,"Shirt type 1, Adidas",1,850.7826,850.7826,cash,,shop_6,474,2017-11-17
100002014,2017-11-17,14:56:56,"Slippers type 2, Adidas",1,677.9523999999999,677.9523999999999,cash,,shop_6,346,2017-11-17
100002014,2017-11-17,14:56:56,"Shirt type 8, Puma",2,427.68,855.36,cash,,shop_6,528,2017-11-17
100002015,2016-06-28,14:53:01,"Slippers type 3, Puma",1,368.0,368.0,cash,535.0,shop_1,230,2016-06-28
100002015,2016-06-28,14:53:01,"Slippers type 2, Reebok",1,468.7,468.7,cash,535.0,shop_1,218,2016-06-28
100002015,2016-06-28,14:53:01,"T-shirt type 6, Nike",1,761.2,761.2,cash,535.0,shop_1,346,2016-06-28
100002016,2016-11-21,15:16:34,"T-shirt type 1, Reebok",1,309.68,309.68,card,1097.0,shop_2,158,2016-11-21
100002016,2016-11-21,15:16:34,"T-shirt type 1, Puma",1,233.69600000000003,233.69600000000003,card,1097.0,shop_2,134,2016-11-21
100002017,2017-05-07,10:08:31,"Belt type 1, Nike",1,230.92608,230.92608,cash,,shop_2,121,2017-05-10
100002017,2017-05-07,10:08:31,"Boots type 2, Reebok",1,2138.5190000000002,2138.5190000000002,cash,,shop_2,1213,2017-05-10
100002019,2017-05-24,14:09:53,"Shirt type 1, Puma",1,1426.128,1426.128,card,,shop_3,814,2017-05-24
100002019,2017-05-24,14:09:53,"Hat type 4, Puma",1,355.89792,355.89792,card,,shop_3,251,2017-05-24
100002019,2017-05-24,14:09:53,"Shirt type 1, Reebok",2,1357.9199999999998,2715.8399999999997,card,,shop_3,1476,2017-05-24
100002020,2016-08-07,11:37:36,"Shirt type 7, Reebok",1,1310.26,1310.26,cash,,shop_1,686,2016-08-07
100002021,2016-08-02,19:54:36,"Hat type 1, Puma",2,446.5152,893.0304,cash,,shop_8,576,2016-08-05
