invoice_n,date,shop_id,operation_type(purchase/transfer),item,amount,unit_cost,sum,supplier
50172,2016-01-01,9,Purchase,"Shirt type 6, Reebok",1,330,330,Supplier C
50172,2016-01-01,9,Purchase,"Shirt type 7, Reebok",1,686,686,Supplier C
50172,2016-01-01,9,Purchase,"Shirt type 8, Reebok",3,563,1689,Supplier C
50172,2016-01-01,9,Purchase,"Shirt type 9, Reebok",1,273,273,Supplier C
50172,2016-01-01,9,Purchase,"Shirt type 10, Reebok",1,531,531,Supplier C
50172,2016-01-01,9,Purchase,"Shirt type 11, Reebok",1,814,814,Supplier C
50172,2016-01-01,9,Purchase,"Shirt type 12, Reebok",1,629,629,Supplier C
50172,2016-01-01,10,Purchase,"Sneakers type 1, Nike",5,1887,9435,Supplier C
50172,2016-01-01,10,Purchase,"Sneakers type 2, Nike",1,1964,1964,Supplier C
50172,2016-01-01,10,Purchase,"Sneakers type 3, Nike",1,1282,1282,Supplier C
50172,2016-01-01,10,Purchase,"Sneakers type 4, Nike",2,893,1786,Supplier C
50172,2016-01-01,10,Purchase,"Sneakers type 5, Nike",1,1206,1206,Supplier C
50172,2016-01-01,10,Purchase,"Sneakers type 6, Nike",1,1923,1923,Supplier C
50172,2016-01-01,10,Purchase,"Slippers type 1, Nike",1,184,184,Supplier C
50172,2016-01-01,10,Purchase,"Slippers type 2, Nike",1,332,332,Supplier C
50172,2016-01-01,10,Purchase,"Slippers type 3, Nike",3,138,414,Supplier C
50172,2016-01-01,10,Purchase,"Boots type 1, Nike",2,2814,5628,Supplier C
50172,2016-01-01,10,Purchase,"Boots type 2, Nike",3,2727,8181,Supplier C
50172,2016-01-01,10,Purchase,"Boots type 3, Nike",1,3312,3312,Supplier C
50172,2016-01-01,10,Purchase,"Boots type 4, Nike",1,2868,2868,Supplier C
50172,2016-01-01,10,Purchase,"Boots type 5, Nike",2,3543,7086,Supplier C
50172,2016-01-01,10,Purchase,"Boots type 6, Nike",1,2279,2279,Supplier C
50172,2016-01-01,10,Purchase,"Shoes type 1, Nike",3,1611,4833,Supplier C
50172,2016-01-01,10,Purchase,"Shoes type 2, Nike",2,1562,3124,Supplier C
50172,2016-01-01,10,Purchase,"Shoes type 3, Nike",3,3352,10056,Supplier C
50172,2016-01-01,10,Purchase,"Shoes type 4, Nike",1,2947,2947,Supplier C
50172,2016-01-01,10,Purchase,"Belt type 1, Nike",2,121,242,Supplier C
50173,2016-01-01,10,Purchase,"Belt type 2, Nike",1,220,220,Supplier A
50173,2016-01-01,10,Purchase,"Belt type 3, Nike",2,211,422,Supplier A
50173,2016-01-01,10,Purchase,"Belt type 4, Nike",1,283,283,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 1, Nike",1,233,233,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 2, Nike",2,103,206,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 3, Nike",1,350,350,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 4, Nike",1,197,197,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 5, Nike",2,427,854,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 6, Nike",1,294,294,Supplier A
50173,2016-01-01,10,Purchase,"Cufflinks type 7, Nike",2,252,504,Supplier A
50173,2016-01-01,10,Purchase,"Ball type 1, Nike",1,48,48,Supplier A
50173,2016-01-01,10,Purchase,"Ball type 2, Nike",1,37,37,Supplier A
50173,2016-01-01,10,Purchase,"Hat type 1, Nike",1,198,198,Supplier A
50173,2016-01-01,10,Purchase,"Hat type 2, Nike",1,238,238,Supplier A
50174,2016-01-01,10,Purchase,"Hat type 3, Nike",1,298,298,Supplier C
50174,2016-01-01,10,Purchase,"Hat type 4, Nike",2,246,492,Supplier C
50174,2016-01-01,10,Purchase,"Hat type 5, Nike",2,229,458,Supplier C
50174,2016-01-01,10,Purchase,"Hat type 6, Nike",5,237,1185,Supplier C
50174,2016-01-01,10,Purchase,"Hat type 7, Nike",2,208,416,Supplier C
50174,2016-01-01,10,Purchase,"Hat type 8, Nike",1,282,282,Supplier C
50174,2016-01-01,10,Purchase,"Cap type 1, Nike",1,224,224,Supplier C
50174,2016-01-01,10,Purchase,"Cap type 2, Nike",1,265,265,Supplier C
50175,2016-01-01,10,Purchase,"Cap type 3, Nike",1,165,165,Supplier C
50175,2016-01-01,10,Purchase,"Socks type 1, Nike",1,252,252,Supplier C
50175,2016-01-01,10,Purchase,"Socks type 2, Nike",1,125,125,Supplier C
50176,2016-01-01,10,Purchase,"Socks type 3, Nike",1,191,191,Supplier B
50176,2016-01-01,10,Purchase,"Socks type 4, Nike",2,123,246,Supplier B
50176,2016-01-01,10,Purchase,"Socks type 5, Nike",1,254,254,Supplier B
50176,2016-01-01,10,Purchase,"Socks type 6, Nike",1,255,255,Supplier B
50176,2016-01-01,10,Purchase,"Socks type 7, Nike",1,151,151,Supplier B
50176,2016-01-01,10,Purchase,"Top type 1, Nike",1,139,139,Supplier B
50176,2016-01-01,10,Purchase,"Top type 2, Nike",1,385,385,Supplier B
50176,2016-01-01,10,Purchase,"Top type 3, Nike",2,250,500,Supplier B
50176,2016-01-01,10,Purchase,"Top type 4, Nike",1,178,178,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 1, Nike",1,190,190,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 2, Nike",1,216,216,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 3, Nike",1,230,230,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 4, Nike",1,246,246,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 5, Nike",2,245,490,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 6, Nike",2,346,692,Supplier B
50176,2016-01-01,10,Purchase,"T-shirt type 7, Nike",1,391,391,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 1, Nike",1,937,937,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 2, Nike",2,597,1194,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 3, Nike",1,714,714,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 4, Nike",1,1007,1007,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 5, Nike",1,912,912,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 6, Nike",3,1062,3186,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 7, Nike",3,1299,3897,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 8, Nike",1,743,743,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 9, Nike",1,359,359,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 10, Nike",2,577,1154,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 11, Nike",2,453,906,Supplier B
50177,2016-01-01,10,Purchase,"Trousers type 12, Nike",2,758,1516,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 1, Nike",1,837,837,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 2, Nike",2,824,1648,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 3, Nike",1,821,821,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 4, Nike",2,876,1752,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 5, Nike",2,419,838,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 6, Nike",1,702,702,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 7, Nike",4,820,3280,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 8, Nike",1,542,542,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 9, Nike",2,740,1480,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 10, Nike",1,167,167,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 11, Nike",1,659,659,Supplier B
50177,2016-01-01,10,Purchase,"Shirt type 12, Nike",1,471,471,Supplier B
50177,2016-01-01,10,Purchase,"Sneakers type 1, Adidas",1,1748,1748,Supplier B
50177,2016-01-01,10,Purchase,"Sneakers type 2, Adidas",1,1023,1023,Supplier B
50177,2016-01-01,10,Purchase,"Sneakers type 3, Adidas",1,1637,1637,Supplier B
50177,2016-01-01,10,Purchase,"Sneakers type 4, Adidas",1,739,739,Supplier B
50177,2016-01-01,10,Purchase,"Sneakers type 5, Adidas",3,783,2349,Supplier B
50177,2016-01-01,10,Purchase,"Sneakers type 6, Adidas",2,1224,2448,Supplier B
50177,2016-01-01,10,Purchase,"Slippers type 1, Adidas",2,195,390,Supplier B
50177,2016-01-01,10,Purchase,"Slippers type 2, Adidas",1,346,346,Supplier B
50177,2016-01-01,10,Purchase,"Slippers type 3, Adidas",1,151,151,Supplier B
50177,2016-01-01,10,Purchase,"Boots type 1, Adidas",1,3593,3593,Supplier B
50177,2016-01-01,10,Purchase,"Boots type 2, Adidas",3,3309,9927,Supplier B
50177,2016-01-01,10,Purchase,"Boots type 3, Adidas",1,2999,2999,Supplier B
50177,2016-01-01,10,Purchase,"Boots type 4, Adidas",1,3411,3411,Supplier B
50177,2016-01-01,10,Purchase,"Boots type 5, Adidas",1,1563,1563,Supplier B
50177,2016-01-01,10,Purchase,"Boots type 6, Adidas",1,2714,2714,Supplier B
50177,2016-01-01,10,Purchase,"Shoes type 1, Adidas",1,1875,1875,Supplier B
50177,2016-01-01,10,Purchase,"Shoes type 2, Adidas",2,1761,3522,Supplier B
50177,2016-01-01,10,Purchase,"Shoes type 3, Adidas",1,1608,1608,Supplier B
50177,2016-01-01,10,Purchase,"Shoes type 4, Adidas",1,1698,1698,Supplier B
50177,2016-01-01,10,Purchase,"Belt type 1, Adidas",1,291,291,Supplier B
50178,2016-01-01,10,Purchase,"Belt type 2, Adidas",2,159,318,Supplier B
50178,2016-01-01,10,Purchase,"Belt type 3, Adidas",1,203,203,Supplier B
50178,2016-01-01,10,Purchase,"Belt type 4, Adidas",1,181,181,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 1, Adidas",3,262,786,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 2, Adidas",1,207,207,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 3, Adidas",1,187,187,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 4, Adidas",1,493,493,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 5, Adidas",1,342,342,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 6, Adidas",1,183,183,Supplier B
50178,2016-01-01,10,Purchase,"Cufflinks type 7, Adidas",1,184,184,Supplier B
50178,2016-01-01,10,Purchase,"Ball type 1, Adidas",1,31,31,Supplier B
50178,2016-01-01,10,Purchase,"Ball type 2, Adidas",2,45,90,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 1, Adidas",1,123,123,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 2, Adidas",1,136,136,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 3, Adidas",2,110,220,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 4, Adidas",1,280,280,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 5, Adidas",2,163,326,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 6, Adidas",1,265,265,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 7, Adidas",1,176,176,Supplier B
50178,2016-01-01,10,Purchase,"Hat type 8, Adidas",1,152,152,Supplier B
50178,2016-01-01,10,Purchase,"Cap type 1, Adidas",2,175,350,Supplier B
50178,2016-01-01,10,Purchase,"Cap type 2, Adidas",1,292,292,Supplier B
50178,2016-01-01,10,Purchase,"Cap type 3, Adidas",3,197,591,Supplier B
50178,2016-01-01,10,Purchase,"Socks type 1, Adidas",1,375,375,Supplier B
50178,2016-01-01,10,Purchase,"Socks type 2, Adidas",1,56,56,Supplier B
50178,2016-01-01,10,Purchase,"Socks type 3, Adidas",1,251,251,Supplier B
50179,2016-01-01,10,Purchase,"Socks type 4, Adidas",2,370,740,Supplier C
50179,2016-01-01,10,Purchase,"Socks type 5, Adidas",1,354,354,Supplier C
50179,2016-01-01,10,Purchase,"Socks type 6, Adidas",1,388,388,Supplier C
50179,2016-01-01,10,Purchase,"Socks type 7, Adidas",1,369,369,Supplier C
50180,2016-01-01,10,Purchase,"Top type 1, Adidas",2,364,728,Supplier C
50180,2016-01-01,10,Purchase,"Top type 2, Adidas",1,168,168,Supplier C
50180,2016-01-01,10,Purchase,"Top type 3, Adidas",2,75,150,Supplier C
50181,2016-01-01,10,Purchase,"Top type 4, Adidas",1,107,107,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 1, Adidas",3,219,657,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 2, Adidas",2,258,516,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 3, Adidas",2,318,636,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 4, Adidas",2,144,288,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 5, Adidas",1,303,303,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 6, Adidas",1,179,179,Supplier A
50181,2016-01-01,10,Purchase,"T-shirt type 7, Adidas",1,167,167,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 1, Adidas",1,828,828,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 2, Adidas",1,1107,1107,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 3, Adidas",2,1102,2204,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 4, Adidas",5,705,3525,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 5, Adidas",1,479,479,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 6, Adidas",2,766,1532,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 7, Adidas",1,954,954,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 8, Adidas",1,1053,1053,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 9, Adidas",2,205,410,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 10, Adidas",1,580,580,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 11, Adidas",2,884,1768,Supplier A
50181,2016-01-01,10,Purchase,"Trousers type 12, Adidas",1,447,447,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 1, Adidas",1,474,474,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 2, Adidas",1,460,460,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 3, Adidas",1,372,372,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 4, Adidas",1,186,186,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 5, Adidas",1,779,779,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 6, Adidas",1,606,606,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 7, Adidas",4,795,3180,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 8, Adidas",2,355,710,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 9, Adidas",1,838,838,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 10, Adidas",1,205,205,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 11, Adidas",1,310,310,Supplier A
50181,2016-01-01,10,Purchase,"Shirt type 12, Adidas",3,456,1368,Supplier A
50182,2016-01-01,10,Purchase,"Sneakers type 1, Puma",2,1628,3256,Supplier B
50182,2016-01-01,10,Purchase,"Sneakers type 2, Puma",3,982,2946,Supplier B
50182,2016-01-01,10,Purchase,"Sneakers type 3, Puma",1,1965,1965,Supplier B
50182,2016-01-01,10,Purchase,"Sneakers type 4, Puma",4,912,3648,Supplier B
50182,2016-01-01,10,Purchase,"Sneakers type 5, Puma",3,703,2109,Supplier B
50182,2016-01-01,10,Purchase,"Sneakers type 6, Puma",1,1564,1564,Supplier B
50182,2016-01-01,10,Purchase,"Slippers type 1, Puma",2,189,378,Supplier B
50182,2016-01-01,10,Purchase,"Slippers type 2, Puma",1,181,181,Supplier B
50182,2016-01-01,10,Purchase,"Slippers type 3, Puma",1,230,230,Supplier B
50182,2016-01-01,10,Purchase,"Boots type 1, Puma",3,3778,11334,Supplier B
50182,2016-01-01,10,Purchase,"Boots type 2, Puma",1,1229,1229,Supplier B
50182,2016-01-01,10,Purchase,"Boots type 3, Puma",1,2748,2748,Supplier B
50182,2016-01-01,10,Purchase,"Boots type 4, Puma",3,3631,10893,Supplier B
50182,2016-01-01,10,Purchase,"Boots type 5, Puma",2,1286,2572,Supplier B
50182,2016-01-01,10,Purchase,"Boots type 6, Puma",1,1361,1361,Supplier B
50182,2016-01-01,10,Purchase,"Shoes type 1, Puma",1,2265,2265,Supplier B
50182,2016-01-01,10,Purchase,"Shoes type 2, Puma",2,2032,4064,Supplier B
50182,2016-01-01,10,Purchase,"Shoes type 3, Puma",1,3003,3003,Supplier B
50182,2016-01-01,10,Purchase,"Shoes type 4, Puma",2,1802,3604,Supplier B
50182,2016-01-01,10,Purchase,"Belt type 1, Puma",1,191,191,Supplier B
50182,2016-01-01,10,Purchase,"Belt type 2, Puma",2,146,292,Supplier B
50182,2016-01-01,10,Purchase,"Belt type 3, Puma",1,342,342,Supplier B
50182,2016-01-01,10,Purchase,"Belt type 4, Puma",1,268,268,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 1, Puma",3,135,405,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 2, Puma",1,253,253,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 3, Puma",2,390,780,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 4, Puma",2,495,990,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 5, Puma",3,140,420,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 6, Puma",3,205,615,Supplier B
50182,2016-01-01,10,Purchase,"Cufflinks type 7, Puma",1,125,125,Supplier B
50182,2016-01-01,10,Purchase,"Ball type 1, Puma",2,43,86,Supplier B
50182,2016-01-01,10,Purchase,"Ball type 2, Puma",1,45,45,Supplier B
50182,2016-01-01,10,Purchase,"Hat type 1, Puma",1,288,288,Supplier B
50182,2016-01-01,10,Purchase,"Hat type 2, Puma",1,220,220,Supplier B
50182,2016-01-01,10,Purchase,"Hat type 3, Puma",1,249,249,Supplier B
50182,2016-01-01,10,Purchase,"Hat type 4, Puma",2,251,502,Supplier B
50182,2016-01-01,10,Purchase,"Hat type 5, Puma",1,140,140,Supplier B
50182,2016-01-01,10,Purchase,"Hat type 6, Puma",1,251,251,Supplier B
50183,2016-01-01,10,Purchase,"Hat type 7, Puma",1,237,237,Supplier C
50183,2016-01-01,10,Purchase,"Hat type 8, Puma",1,290,290,Supplier C
50183,2016-01-01,10,Purchase,"Cap type 1, Puma",1,134,134,Supplier C
50184,2016-01-01,10,Purchase,"Cap type 2, Puma",1,190,190,Supplier B
50184,2016-01-01,10,Purchase,"Cap type 3, Puma",1,287,287,Supplier B
50184,2016-01-01,10,Purchase,"Socks type 1, Puma",2,123,246,Supplier B
50184,2016-01-01,10,Purchase,"Socks type 2, Puma",1,257,257,Supplier B
50185,2016-01-01,10,Purchase,"Socks type 3, Puma",1,368,368,Supplier C
50185,2016-01-01,10,Purchase,"Socks type 4, Puma",2,168,336,Supplier C
50185,2016-01-01,10,Purchase,"Socks type 5, Puma",2,382,764,Supplier C
50185,2016-01-01,10,Purchase,"Socks type 6, Puma",2,299,598,Supplier C
50185,2016-01-01,10,Purchase,"Socks type 7, Puma",2,320,640,Supplier C
50185,2016-01-01,10,Purchase,"Top type 1, Puma",1,238,238,Supplier C
50185,2016-01-01,10,Purchase,"Top type 2, Puma",1,390,390,Supplier C
50186,2016-01-01,10,Purchase,"Top type 3, Puma",5,267,1335,Supplier B
50186,2016-01-01,10,Purchase,"Top type 4, Puma",5,131,655,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 1, Puma",1,134,134,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 2, Puma",1,200,200,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 3, Puma",3,389,1167,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 4, Puma",1,184,184,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 5, Puma",2,139,278,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 6, Puma",1,110,110,Supplier B
50186,2016-01-01,10,Purchase,"T-shirt type 7, Puma",1,114,114,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 1, Puma",3,418,1254,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 2, Puma",1,590,590,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 3, Puma",2,258,516,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 4, Puma",1,919,919,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 5, Puma",1,1207,1207,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 6, Puma",2,761,1522,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 7, Puma",1,283,283,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 8, Puma",1,482,482,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 9, Puma",1,499,499,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 10, Puma",3,1039,3117,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 11, Puma",1,329,329,Supplier B
50186,2016-01-01,10,Purchase,"Trousers type 12, Puma",2,178,356,Supplier B
50186,2016-01-01,10,Purchase,"Shirt type 1, Puma",1,814,814,Supplier B
50186,2016-01-01,10,Purchase,"Shirt type 2, Puma",1,494,494,Supplier B
50186,2016-01-01,10,Purchase,"Shirt type 3, Puma",2,152,304,Supplier B
50186,2016-01-01,10,Purchase,"Shirt type 4, Puma",1,542,542,Supplier B
50186,2016-01-01,10,Purchase,"Shirt type 5, Puma",3,622,1866,Supplier B
50187,2016-01-01,10,Purchase,"Shirt type 6, Puma",2,330,660,Supplier B
50187,2016-01-01,10,Purchase,"Shirt type 7, Puma",1,644,644,Supplier B
50188,2016-01-01,10,Purchase,"Shirt type 8, Puma",1,264,264,Supplier C
50188,2016-01-01,10,Purchase,"Shirt type 9, Puma",2,425,850,Supplier C
50188,2016-01-01,10,Purchase,"Shirt type 10, Puma",3,283,849,Supplier C
50188,2016-01-01,10,Purchase,"Shirt type 11, Puma",1,410,410,Supplier C
50189,2016-01-01,10,Purchase,"Shirt type 12, Puma",1,328,328,Supplier A
50189,2016-01-01,10,Purchase,"Sneakers type 1, Reebok",2,1053,2106,Supplier A
50189,2016-01-01,10,Purchase,"Sneakers type 2, Reebok",1,712,712,Supplier A
50189,2016-01-01,10,Purchase,"Sneakers type 3, Reebok",1,1138,1138,Supplier A
50189,2016-01-01,10,Purchase,"Sneakers type 4, Reebok",2,1700,3400,Supplier A
50189,2016-01-01,10,Purchase,"Sneakers type 5, Reebok",1,1172,1172,Supplier A
50189,2016-01-01,10,Purchase,"Sneakers type 6, Reebok",3,1069,3207,Supplier A
50189,2016-01-01,10,Purchase,"Slippers type 1, Reebok",3,312,936,Supplier A
50189,2016-01-01,10,Purchase,"Slippers type 2, Reebok",2,218,436,Supplier A
50189,2016-01-01,10,Purchase,"Slippers type 3, Reebok",3,243,729,Supplier A
50189,2016-01-01,10,Purchase,"Boots type 1, Reebok",1,2535,2535,Supplier A
50189,2016-01-01,10,Purchase,"Boots type 2, Reebok",4,1213,4852,Supplier A
50189,2016-01-01,10,Purchase,"Boots type 3, Reebok",1,3394,3394,Supplier A
50189,2016-01-01,10,Purchase,"Boots type 4, Reebok",1,3769,3769,Supplier A
50189,2016-01-01,10,Purchase,"Boots type 5, Reebok",1,2741,2741,Supplier A
50189,2016-01-01,10,Purchase,"Boots type 6, Reebok",1,2814,2814,Supplier A
50189,2016-01-01,10,Purchase,"Shoes type 1, Reebok",1,3122,3122,Supplier A
50189,2016-01-01,10,Purchase,"Shoes type 2, Reebok",2,2378,4756,Supplier A
50189,2016-01-01,10,Purchase,"Shoes type 3, Reebok",2,1389,2778,Supplier A
50189,2016-01-01,10,Purchase,"Shoes type 4, Reebok",1,3298,3298,Supplier A
50189,2016-01-01,10,Purchase,"Belt type 1, Reebok",1,298,298,Supplier A
50189,2016-01-01,10,Purchase,"Belt type 2, Reebok",3,209,627,Supplier A
50189,2016-01-01,10,Purchase,"Belt type 3, Reebok",1,378,378,Supplier A
50189,2016-01-01,10,Purchase,"Belt type 4, Reebok",2,236,472,Supplier A
50190,2016-01-01,10,Purchase,"Cufflinks type 1, Reebok",1,371,371,Supplier B
50190,2016-01-01,10,Purchase,"Cufflinks type 2, Reebok",1,200,200,Supplier B
50190,2016-01-01,10,Purchase,"Cufflinks type 3, Reebok",3,391,1173,Supplier B
50190,2016-01-01,10,Purchase,"Cufflinks type 4, Reebok",2,419,838,Supplier B
50190,2016-01-01,10,Purchase,"Cufflinks type 5, Reebok",1,146,146,Supplier B
50190,2016-01-01,10,Purchase,"Cufflinks type 6, Reebok",2,221,442,Supplier B
50190,2016-01-01,10,Purchase,"Cufflinks type 7, Reebok",2,267,534,Supplier B
50190,2016-01-01,10,Purchase,"Ball type 1, Reebok",2,43,86,Supplier B
50190,2016-01-01,10,Purchase,"Ball type 2, Reebok",1,47,47,Supplier B
50190,2016-01-01,10,Purchase,"Hat type 1, Reebok",4,265,1060,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 2, Reebok",2,176,352,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 3, Reebok",4,253,1012,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 4, Reebok",3,124,372,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 5, Reebok",2,112,224,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 6, Reebok",1,107,107,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 7, Reebok",1,195,195,Supplier B
50191,2016-01-01,10,Purchase,"Hat type 8, Reebok",2,209,418,Supplier B
50191,2016-01-01,10,Purchase,"Cap type 1, Reebok",1,245,245,Supplier B
50191,2016-01-01,10,Purchase,"Cap type 2, Reebok",1,105,105,Supplier B
50191,2016-01-01,10,Purchase,"Cap type 3, Reebok",1,157,157,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 1, Reebok",3,182,546,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 2, Reebok",2,210,420,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 3, Reebok",1,184,184,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 4, Reebok",4,393,1572,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 5, Reebok",1,111,111,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 6, Reebok",1,380,380,Supplier B
50191,2016-01-01,10,Purchase,"Socks type 7, Reebok",1,151,151,Supplier B
50191,2016-01-01,10,Purchase,"Top type 1, Reebok",1,88,88,Supplier B
50191,2016-01-01,10,Purchase,"Top type 2, Reebok",3,247,741,Supplier B
50191,2016-01-01,10,Purchase,"Top type 3, Reebok",1,263,263,Supplier B
50191,2016-01-01,10,Purchase,"Top type 4, Reebok",1,140,140,Supplier B
50191,2016-01-01,10,Purchase,"T-shirt type 1, Reebok",1,158,158,Supplier B
50191,2016-01-01,10,Purchase,"T-shirt type 2, Reebok",3,214,642,Supplier B
50191,2016-01-01,10,Purchase,"T-shirt type 3, Reebok",2,226,452,Supplier B
50191,2016-01-01,10,Purchase,"T-shirt type 4, Reebok",1,174,174,Supplier B
50192,2016-01-01,10,Purchase,"T-shirt type 5, Reebok",1,323,323,Supplier A
50192,2016-01-01,10,Purchase,"T-shirt type 6, Reebok",1,181,181,Supplier A
50192,2016-01-01,10,Purchase,"T-shirt type 7, Reebok",1,286,286,Supplier A
50192,2016-01-01,10,Purchase,"Trousers type 1, Reebok",1,981,981,Supplier A
50192,2016-01-01,10,Purchase,"Trousers type 2, Reebok",2,159,318,Supplier A
