date,shop_id,cost_type,cost_plan,cost_real
2018-09-01,2,Salary,10864.708449845246,11939.240054774997
2018-09-01,2,Rent,11250.000000000002,11250.000000000002
2018-09-01,2,Utilities,993.3447725572795,1128.8008779059994
2018-09-01,2,Security,644.556155138921,580.6812208458748
2018-09-01,2,Stationery,243.5604971174099,276.7732921788749
2018-09-01,2,Marketing,2499.642713286074,2550.655829883749
2018-09-01,2,Other expenses,1509.228481469512,1465.2703703587495
2018-10-01,2,Salary,10864.708449845246,
2018-10-01,2,Rent,11250.000000000002,
2018-10-01,2,Utilities,993.3447725572795,
2018-10-01,2,Security,644.556155138921,
2018-10-01,2,Stationery,243.5604971174099,
2018-10-01,2,Marketing,2499.642713286074,
2018-10-01,2,Other expenses,1509.228481469512,
2018-11-01,2,Salary,10864.708449845246,
2018-11-01,2,Rent,11250.000000000002,
2018-11-01,2,Utilities,993.3447725572795,
2018-11-01,2,Security,644.556155138921,
2018-11-01,2,Stationery,243.5604971174099,
2018-11-01,2,Marketing,2499.642713286074,
2018-11-01,2,Other expenses,1509.228481469512,
2018-12-01,2,Salary,10864.708449845246,
2018-12-01,2,Rent,11250.000000000002,
2018-12-01,2,Utilities,993.3447725572795,
2018-12-01,2,Security,644.556155138921,
2018-12-01,2,Stationery,243.5604971174099,
2018-12-01,2,Marketing,2499.642713286074,
2018-12-01,2,Other expenses,1509.228481469512,
2016-01-01,3,Salary,10686.113206050675,11131.367922969454
2016-01-01,3,Rent,13714.285714285716,13714.285714285716
2016-01-01,3,Utilities,1228.903018695828,1077.9851041191473
2016-01-01,3,Security,530.6498847320429,478.0629592180566
2016-01-01,3,Stationery,248.194352994041,208.56668318826976
2016-01-01,3,Marketing,2875.876782119603,2437.1837136606805
2016-01-01,3,Other expenses,846.5698236153086,995.9644983709512
2016-02-01,3,Salary,12640.547068736261,10193.989571561502
2016-02-01,3,Rent,13714.285714285716,13714.285714285716
2016-02-01,3,Utilities,809.8948956164722,843.6405162671585
2016-02-01,3,Security,470.75140807707453,435.8809334046986
2016-02-01,3,Stationery,240.71876064156262,224.970804337909
2016-02-01,3,Marketing,2682.073807966008,2460.6181724458793
2016-02-01,3,Other expenses,968.4290092983425,1019.3989571561501
2016-03-01,3,Salary,11353.995281428844,11131.367922969454
2016-03-01,3,Rent,13714.285714285716,13714.285714285716
2016-03-01,3,Utilities,1249.9002937673658,1059.237537090988
2016-03-01,3,Security,635.5425222545929,529.618768545494
2016-03-01,3,Stationery,187.24132569373884,220.2839125808692
2016-03-01,3,Marketing,3008.984508019532,2507.487090016277
2016-03-01,3,Other expenses,1469.692082713746,1300.6124625785362
2016-04-01,3,Salary,15080.074228275462,12888.95233185937
2016-04-01,3,Rent,13714.285714285716,13714.285714285716
2016-04-01,3,Utilities,816.6440197466095,928.0045678938745
2016-04-01,3,Security,536.1804170053497,487.4367427321361
2016-04-01,3,Stationery,247.77253273590745,227.31425021642886
2016-04-01,3,Marketing,2860.8787284970763,2554.356007586675
2016-04-01,3,Other expenses,1479.4173831096032,1253.7435450081384
2016-05-01,3,Salary,9802.634109848681,11014.195629043461
2016-05-01,3,Rent,13714.285714285716,13714.285714285716
2016-05-01,3,Utilities,776.149274965786,862.3880832953178
2016-05-01,3,Security,404.6193653852434,454.6285004328577
2016-05-01,3,Stationery,295.6022631164983,248.4052631231078
2016-05-01,3,Marketing,2851.504944982996,2437.1837136606805
2016-05-01,3,Other expenses,1058.065814151728,1230.3090862229396
2016-06-01,3,Salary,13224.065092487712,11600.057098673431
2016-06-01,3,Rent,13714.285714285716,13714.285714285716
2016-06-01,3,Utilities,709.1267228401173,796.771598696761
2016-06-01,3,Security,540.4923574218263,435.8809334046986
2016-06-01,3,Stationery,279.6668311425631,239.0314796090283
2016-06-01,3,Marketing,2330.322581600174,2062.232373097499
2016-06-01,3,Other expenses,1614.1655211244972,1312.3296919711358
2016-07-01,3,Salary,13779.461765696926,11482.884804747438
2016-07-01,3,Rent,13714.285714285716,13714.285714285716
2016-07-01,3,Utilities,1176.0348796764192,956.1259184361132
2016-07-01,3,Security,470.75140807707453,435.8809334046986
2016-07-01,3,Stationery,255.9042899343715,213.25357494530957
2016-07-01,3,Marketing,2384.6905259818354,2484.0526312310785
2016-07-01,3,Other expenses,1328.2651239450709,1277.1780037933374
2016-08-01,3,Salary,12115.615191947807,11014.195629043461
2016-08-01,3,Rent,13714.285714285716,13714.285714285716
2016-08-01,3,Utilities,1148.2884804747437,918.6307843797949
2016-08-01,3,Security,516.4954716257827,445.2547169187782
2016-08-01,3,Stationery,232.00114197346858,210.91012906678964
2016-08-01,3,Marketing,2199.0896124030605,2390.314796090283
2016-08-01,3,Other expenses,1200.547323565737,1101.419562904346
2016-09-01,3,Salary,9582.350197267811,10193.989571561502
2016-09-01,3,Rent,13714.285714285716,13714.285714285716
2016-09-01,3,Utilities,880.4794854774913,871.7618668093972
2016-09-01,3,Security,486.87431572129134,459.31539218989747
2016-09-01,3,Stationery,238.4690525981835,224.970804337909
2016-09-01,3,Marketing,2071.6061566115786,2437.1837136606805
2016-09-01,3,Other expenses,1220.4666135331563,1089.7023335117467
2016-10-01,3,Salary,10826.71995876187,12303.090862229397
2016-10-01,3,Rent,13714.285714285716,13714.285714285716
2016-10-01,3,Utilities,1033.3658945921286,974.8734854642722
2016-10-01,3,Security,454.62850043285766,454.6285004328577
2016-10-01,3,Stationery,268.2073807966009,246.06181724458796
2016-10-01,3,Marketing,2151.2833164812546,1991.9289967419024
2016-10-01,3,Other expenses,1313.5014149103956,1113.1367922969455
2016-11-01,3,Salary,12260.908836416038,12771.780037933375
2016-11-01,3,Rent,13714.285714285716,13714.285714285716
2016-11-01,3,Utilities,1023.4296840672041,993.6210524924312
2016-11-01,3,Security,568.0512809532202,473.3760674610168
2016-11-01,3,Stationery,270.105571958202,264.809384272747
2016-11-01,3,Marketing,3093.3485596462483,2577.7904663718737
2016-11-01,3,Other expenses,1254.4465787716947,1183.440168652542
2016-12-01,3,Salary,9860.048533872416,11600.057098673431
2016-12-01,3,Rent,13714.285714285716,13714.285714285716
2016-12-01,3,Utilities,993.808528162713,871.7618668093972
2016-12-01,3,Security,582.5806454000434,529.618768545494
2016-12-01,3,Stationery,203.55170900823722,236.6880337305084
2016-12-01,3,Marketing,2598.412790102849,2320.0114197346866
2016-12-01,3,Other expenses,1056.4254020367641,1148.2884804747437
2017-01-01,3,Salary,15900.28028575742,13474.81380148934
2017-01-01,3,Rent,13714.285714285716,13714.285714285716
2017-01-01,3,Utilities,1118.6673245702525,956.1259184361132
2017-01-01,3,Security,561.3958946582236,496.8105262462156
2017-01-01,3,Stationery,240.57815388885146,203.87979143123005
2017-01-01,3,Marketing,2410.234086057702,1991.9289967419024
2017-01-01,3,Other expenses,1147.9369635929659,1136.5712510821443
2017-02-01,3,Salary,11550.844735224515,10897.023335117467
2017-02-01,3,Rent,13714.285714285716,13714.285714285716
2017-02-01,3,Utilities,1133.8528538630612,1049.8637535769085
2017-02-01,3,Security,662.0234606818676,529.618768545494
2017-02-01,3,Stationery,227.33768467521404,208.56668318826976
2017-02-01,3,Marketing,2598.412790102849,2320.0114197346866
2017-02-01,3,Other expenses,1254.9152679473984,1230.3090862229396
2017-03-01,3,Salary,13246.32782833365,11131.367922969454
2017-03-01,3,Rent,13714.285714285716,13714.285714285716
2017-03-01,3,Utilities,1089.7023335117465,871.7618668093972
2017-03-01,3,Security,511.5273663633206,478.0629592180566
2017-03-01,3,Stationery,232.00114197346866,257.7790466371874
2017-03-01,3,Marketing,2977.3479886595137,2460.6181724458793
2017-03-01,3,Other expenses,1213.0847590158187,1019.3989571561501
2017-04-01,3,Salary,12262.0805593553,13474.81380148934
2017-04-01,3,Rent,13714.285714285716,13714.285714285716
2017-04-01,3,Utilities,845.8902243105377,881.1356503234769
2017-04-01,3,Security,396.5110426455646,440.5678251617384
2017-04-01,3,Stationery,225.67383810146492,250.7487090016277
2017-04-01,3,Marketing,2365.474269777972,2413.7492548754817
2017-04-01,3,Other expenses,1013.4231701659244,1089.7023335117467
2017-05-01,3,Salary,11600.057098673433,10545.506453339485
2017-05-01,3,Rent,13714.285714285716,13714.285714285716
2017-05-01,3,Utilities,911.1317575685313,1012.3686195205904
2017-05-01,3,Security,443.5674358862439,426.50714989061913
2017-05-01,3,Stationery,265.51241803630296,257.7790466371874
2017-05-01,3,Marketing,2466.9454763178833,2038.7979143123002
2017-05-01,3,Other expenses,1486.682065333015,1218.5918568303402
2017-06-01,3,Salary,15671.794312601729,12537.435450081384
2017-06-01,3,Rent,13714.285714285716,13714.285714285716
2017-06-01,3,Utilities,1071.704669164714,965.4997019501927
2017-06-01,3,Security,382.91905655014926,403.0726911054203
2017-06-01,3,Stationery,187.24132569373884,220.2839125808692
2017-06-01,3,Marketing,2509.830535894797,2109.1012906678966
2017-06-01,3,Other expenses,1365.6430857074631,1230.3090862229396
2017-07-01,3,Salary,14822.295181638272,13474.81380148934
2017-07-01,3,Rent,13714.285714285716,13714.285714285716
2017-07-01,3,Utilities,828.1737734689274,890.5094338375563
2017-07-01,3,Security,501.49741800325546,468.68917570397707
2017-07-01,3,Stationery,268.09020850267484,243.71837136606806
2017-07-01,3,Marketing,2357.9752429667083,2015.3634555271012
2017-07-01,3,Other expenses,886.4084035501467,995.9644983709512
2017-08-01,3,Salary,11213.38852871765,10193.989571561502
2017-08-01,3,Rent,13714.285714285716,13714.285714285716
2017-08-01,3,Utilities,983.1224149566623,862.3880832953178
2017-08-01,3,Security,613.514130996506,515.5580932743748
2017-08-01,3,Stationery,284.4474607347437,239.0314796090283
2017-08-01,3,Marketing,3090.770769179877,2554.356007586675
2017-08-01,3,Other expenses,1410.2857296932668,1195.1573980451415
2017-09-01,3,Salary,12537.435450081386,12537.435450081384
2017-09-01,3,Rent,13714.285714285716,13714.285714285716
2017-09-01,3,Utilities,1223.6536999279433,1002.9948360065108
2017-09-01,3,Security,526.4316821507069,487.4367427321361
2017-09-01,3,Stationery,245.4056523986024,206.22323730974992
2017-09-01,3,Marketing,3228.3310422489944,2624.6593839422717
2017-09-01,3,Other expenses,1183.440168652542,1171.7229392599427
2017-10-01,3,Salary,11234.47954162433,11014.195629043461
2017-10-01,3,Rent,13714.285714285716,13714.285714285716
2017-10-01,3,Utilities,693.2850287013229,806.1453822108406
2017-10-01,3,Security,515.4643554392339,440.5678251617384
2017-10-01,3,Stationery,231.95427305589823,229.65769609494873
2017-10-01,3,Marketing,3251.5311564463404,2601.2249251570724
2017-10-01,3,Other expenses,1392.0068518408118,1265.460774400738
2017-11-01,3,Salary,14013.806353548913,13474.81380148934
2017-11-01,3,Rent,13714.285714285716,13714.285714285716
2017-11-01,3,Utilities,1175.8474040061376,1049.8637535769085
2017-11-01,3,Security,551.178470627877,492.1236344891759
2017-11-01,3,Stationery,309.07707691798765,255.43560075866748
2017-11-01,3,Marketing,2577.32177719617,2202.839125808692
2017-11-01,3,Other expenses,1191.0563677577316,1253.7435450081384
2017-12-01,3,Salary,15630.784009727633,13474.81380148934
2017-12-01,3,Rent,13714.285714285716,13714.285714285716
2017-12-01,3,Utilities,970.467807212655,815.5191657249202
2017-12-01,3,Security,605.3120704216864,492.1236344891759
2017-12-01,3,Stationery,280.1823892358375,229.65769609494873
2017-12-01,3,Marketing,2048.17169782638,2226.273584593891
2017-12-01,3,Other expenses,1042.833415941349,1171.7229392599427
2018-01-01,3,Salary,11933.998136362516,12303.090862229397
2018-01-01,3,Rent,13714.285714285716,13714.285714285716
2018-01-01,3,Utilities,932.1290326400695,1059.237537090988
2018-01-01,3,Security,512.042924456595,538.9925520595737
2018-01-01,3,Stationery,287.6814160471011,232.00114197346863
2018-01-01,3,Marketing,2650.905977781694,2366.880337305084
2018-01-01,3,Other expenses,1517.0296894598475,1253.7435450081384
2018-02-01,3,Salary,16418.181824910316,13240.46921363735
2018-02-01,3,Rent,13714.285714285716,13714.285714285716
2018-02-01,3,Utilities,1144.538967069112,1031.1161865487495
2018-02-01,3,Security,462.1275272441214,398.3857993483805
2018-02-01,3,Stationery,235.70378646153006,220.2839125808692
2018-02-01,3,Marketing,2155.9702082382946,2343.4458785198854
2018-02-01,3,Other expenses,1088.2962659846346,1265.460774400738
2018-03-01,3,Salary,12860.830981317129,13123.296919711358
2018-03-01,3,Rent,13714.285714285716,13714.285714285716
2018-03-01,3,Utilities,1148.9446453207293,965.4997019501927
2018-03-01,3,Security,383.8564349015571,421.8202581335793
2018-03-01,3,Stationery,296.44590363276546,257.7790466371874
2018-03-01,3,Marketing,2217.8371794312193,2132.5357494530954
2018-03-01,3,Other expenses,1545.3853845899384,1277.1780037933374
2018-04-01,3,Salary,13533.399948452336,12303.090862229397
2018-04-01,3,Rent,13714.285714285716,13714.285714285716
2018-04-01,3,Utilities,1113.3242679672271,1040.4899700628291
2018-04-01,3,Security,568.8949214694874,478.0629592180566
2018-04-01,3,Stationery,248.45213204067818,267.15283015126687
2018-04-01,3,Marketing,2835.335168421209,2554.356007586675
2018-04-01,3,Other expenses,1257.9617475894745,1031.1161865487495
2018-05-01,3,Salary,13664.632917649453,11482.884804747438
2018-05-01,3,Rent,13714.285714285716,13714.285714285716
2018-05-01,3,Utilities,793.0220852911291,843.6405162671585
2018-05-01,3,Security,421.82025813357933,468.68917570397707
2018-05-01,3,Stationery,284.0256404766101,236.6880337305084
2018-05-01,3,Marketing,2604.7400939748522,2226.273584593891
2018-05-01,3,Other expenses,1316.4307222585453,1230.3090862229396
2018-06-01,3,Salary,12430.808662608732,12068.746274377409
2018-06-01,3,Rent,13714.285714285716,13714.285714285716
2018-06-01,3,Utilities,1270.3351418280592,1049.8637535769085
2018-06-01,3,Security,585.8614696299713,468.68917570397707
2018-06-01,3,Stationery,263.6845302510575,227.31425021642886
2018-06-01,3,Marketing,2273.6111913399927,2296.5769609494873
2018-06-01,3,Other expenses,938.5500743472139,1042.833415941349
2018-07-01,3,Salary,11597.713652794911,11834.40168652542
2018-07-01,3,Rent,13714.285714285716,13714.285714285716
2018-07-01,3,Utilities,1072.9232610215442,909.2570008657154
2018-07-01,3,Security,515.4643554392339,440.5678251617384
2018-07-01,3,Stationery,244.09332270663123,262.4659383942271
2018-07-01,3,Marketing,2425.466484268081,2109.1012906678966
2018-07-01,3,Other expenses,1450.124309628105,1218.5918568303402
2018-08-01,3,Salary,13656.43085707463,12303.090862229397
2018-08-01,3,Rent,13714.285714285716,13714.285714285716
2018-08-01,3,Utilities,1057.9252073990167,1068.6113206050675
2018-08-01,3,Security,431.5221240706516,435.8809334046986
2018-08-01,3,Stationery,216.90935051580055,208.56668318826976
2018-08-01,3,Marketing,1792.736097067712,2109.1012906678966
2018-08-01,3,Other expenses,1313.5014149103956,1113.1367922969455
2018-09-01,3,Salary,9898.715390867996,10311.161865487495
2018-09-01,3,Rent,13714.285714285716,13714.285714285716
2018-09-01,3,Utilities,1008.9940574555218,862.3880832953178
2018-09-01,3,Security,546.585316705978,459.31539218989747
2018-09-01,3,Stationery,208.5666831882698,234.34458785198854
2018-09-01,3,Marketing,2545.919602424003,2273.1425021642885
2018-09-01,3,Other expenses,1042.833415941349,1171.7229392599427
2018-10-01,3,Salary,9898.715390867996,
2018-10-01,3,Rent,13714.285714285716,
2018-10-01,3,Utilities,1008.9940574555218,
2018-10-01,3,Security,546.585316705978,
2018-10-01,3,Stationery,208.5666831882698,
2018-10-01,3,Marketing,2545.919602424003,
2018-10-01,3,Other expenses,1042.833415941349,
2018-11-01,3,Salary,9898.715390867996,
2018-11-01,3,Rent,13714.285714285716,
2018-11-01,3,Utilities,1008.9940574555218,
2018-11-01,3,Security,546.585316705978,
2018-11-01,3,Stationery,208.5666831882698,
2018-11-01,3,Marketing,2545.919602424003,
2018-11-01,3,Other expenses,1042.833415941349,
2018-12-01,3,Salary,9898.715390867996,
2018-12-01,3,Rent,13714.285714285716,
2018-12-01,3,Utilities,1008.9940574555218,
2018-12-01,3,Security,546.585316705978,
2018-12-01,3,Stationery,208.5666831882698,
2018-12-01,3,Marketing,2545.919602424003,
2018-12-01,3,Other expenses,1042.833415941349,
2016-01-01,4,Salary,11319.213611021338,10989.527777690619
2016-01-01,4,Rent,12107.142857142859,12107.142857142859
2016-01-01,4,Utilities,1016.6312242343614,959.0860605984542
2016-01-01,4,Security,522.6130987612872,488.4234567862498
2016-01-01,4,Stationery,201.91869724867917,237.55140852785786
2016-01-01,4,Marketing,2128.638228939347,2264.5087541907947
2016-01-01,4,Other expenses,1581.8259680009226,1265.460774400738
2016-02-01,4,Salary,8693.937530795247,9768.469135724996
2016-02-01,4,Rent,12107.142857142859,12107.142857142859
2016-02-01,4,Utilities,969.7425723828815,932.444781137386
2016-02-01,4,Security,483.9832435427384,483.9832435427384
2016-02-01,4,Stationery,237.15178933594183,241.9916217713692
2016-02-01,4,Marketing,2731.8411980703654,2553.122615019033
2016-02-01,4,Other expenses,1055.2166773204751,1076.7517115515052
2016-03-01,4,Salary,10274.653445485292,9879.47446681278
2016-03-01,4,Rent,12107.142857142859,12107.142857142859
2016-03-01,4,Utilities,1002.2449333253845,1012.3686195205904
2016-03-01,4,Security,536.8661832729588,475.1028170557157
2016-03-01,4,Stationery,244.74455398234622,230.8910886625908
2016-03-01,4,Marketing,2906.1195678781864,2442.117283931249
2016-03-01,4,Other expenses,1433.6338509987308,1165.5559764217326
2016-04-01,4,Salary,8496.348041458992,9879.47446681278
2016-04-01,4,Rent,12107.142857142859,12107.142857142859
2016-04-01,4,Utilities,847.7255124511893,985.7273400595224
2016-04-01,4,Security,591.7916210951943,497.3038832732725
2016-04-01,4,Stationery,209.0452395045149,195.36938271449992
2016-04-01,4,Marketing,2612.177451157734,2353.313019061022
2016-04-01,4,Other expenses,820.884423394163,943.5453142461644
2016-05-01,4,Salary,11264.820998788324,9546.458473549428
2016-05-01,4,Rent,12107.142857142859,12107.142857142859
2016-05-01,4,Utilities,818.9529306332356,772.597104370977
2016-05-01,4,Security,524.3003797938215,426.2604713770907
2016-05-01,4,Stationery,218.258681984801,193.14927609274426
2016-05-01,4,Marketing,2212.1142379173602,2086.90022445034
2016-05-01,4,Other expenses,1254.3602412919597,1254.3602412919597
2016-06-01,4,Salary,12894.379259156995,10656.511784427268
2016-06-01,4,Rent,12107.142857142859,12107.142857142859
2016-06-01,4,Utilities,1054.728253863689,950.2056341114314
2016-06-01,4,Security,434.4748658775868,421.8202581335794
2016-06-01,4,Stationery,219.74615342137727,217.5704489320567
2016-06-01,4,Marketing,2369.2977867376626,2042.4980920152263
2016-06-01,4,Other expenses,1367.6966843325872,1232.1591750744028
2016-07-01,4,Salary,11322.543770953973,11100.533108778405
2016-07-01,4,Rent,12107.142857142859,12107.142857142859
2016-07-01,4,Utilities,988.2138594758887,950.2056341114314
2016-07-01,4,Security,396.42223838069435,412.9398316465566
2016-07-01,4,Stationery,202.3849196392479,190.92916947098857
2016-07-01,4,Marketing,2859.4973288213178,2486.519416366363
2016-07-01,4,Other expenses,1002.37813972269,954.6458473549428
2016-08-01,4,Salary,8693.937530795247,9879.47446681278
2016-08-01,4,Rent,12107.142857142859,12107.142857142859
2016-08-01,4,Utilities,977.6461519563316,896.9230751892951
2016-08-01,4,Security,541.8836242381267,479.5430302992271
2016-08-01,4,Stationery,261.2177451157734,246.4318350148806
2016-08-01,4,Marketing,2161.717817603506,2375.514085278578
2016-08-01,4,Other expenses,1006.1523209796745,1143.3549102041757
2016-09-01,4,Salary,12071.829755796516,9657.463804637213
2016-09-01,4,Rent,12107.142857142859,12107.142857142859
2016-09-01,4,Utilities,898.2551391623485,754.8362513969315
2016-09-01,4,Security,408.5884226679155,475.1028170557157
2016-09-01,4,Stationery,248.03031178254466,253.0921548801476
2016-09-01,4,Marketing,2088.010277761218,2109.101290667897
2016-09-01,4,Other expenses,915.2389548187795,1076.7517115515052
2016-10-01,4,Salary,9641.923058284921,11211.538439866188
2016-10-01,4,Rent,12107.142857142859,12107.142857142859
2016-10-01,4,Utilities,970.1865937072325,1021.2490460076132
2016-10-01,4,Security,582.0231519594694,501.7440965167839
2016-10-01,4,Stationery,187.1105860815688,190.92916947098857
2016-10-01,4,Marketing,2003.4242154723265,2131.3023568854537
2016-10-01,4,Other expenses,1343.053500831099,1232.1591750744028
2016-11-01,4,Salary,10225.811099806668,10878.522446602838
2016-11-01,4,Rent,12107.142857142859,12107.142857142859
2016-11-01,4,Utilities,1129.5902491492902,941.3252076244086
2016-11-01,4,Security,395.6229999968623,399.6191919160225
2016-11-01,4,Stationery,181.5603195271796,193.14927609274426
2016-11-01,4,Marketing,2271.1690740560616,2442.117283931249
2016-11-01,4,Other expenses,1358.7052525144768,1132.2543770953973
2016-12-01,4,Salary,11212.648493177066,12321.591750744028
2016-12-01,4,Rent,12107.142857142859,12107.142857142859
2016-12-01,4,Utilities,664.4335097590401,763.7166778839543
2016-12-01,4,Security,448.46153759464755,444.0213243511362
2016-12-01,4,Stationery,183.29200269214903,190.92916947098857
2016-12-01,4,Marketing,3089.2783641730302,2553.122615019033
2016-12-01,4,Other expenses,1071.9784823147304,1232.1591750744028
2017-01-01,4,Salary,10692.03349037536,9546.458473549428
2017-01-01,4,Rent,12107.142857142859,12107.142857142859
2017-01-01,4,Utilities,808.118810319068,808.118810319068
2017-01-01,4,Security,498.19192592197476,488.4234567862498
2017-01-01,4,Stationery,240.1045311428769,228.67098204083516
2017-01-01,4,Marketing,2757.372424220556,2397.7151514961356
2017-01-01,4,Other expenses,959.0860605984542,1065.6511784427269
2017-02-01,4,Salary,9089.116509467758,9879.47446681278
2017-02-01,4,Rent,12107.142857142859,12107.142857142859
2017-02-01,4,Utilities,932.9776067266073,905.8035016763179
2017-02-01,4,Security,451.8360996597161,470.6626038122043
2017-02-01,4,Stationery,208.690022445034,222.0106621755681
2017-02-01,4,Marketing,2056.9287850566384,2419.9162177136923
2017-02-01,4,Other expenses,1519.1079559363247,1276.5613075095166
2017-03-01,4,Salary,8114.489702517013,9435.453142461643
2017-03-01,4,Rent,12107.142857142859,12107.142857142859
2017-03-01,4,Utilities,942.5684673325919,772.597104370977
2017-03-01,4,Security,439.4923068427546,448.46153759464755
2017-03-01,4,Stationery,256.42231481278117,233.1111952843465
2017-03-01,4,Marketing,1858.6732637338562,2020.2970257976697
2017-03-01,4,Other expenses,1126.260089216657,1265.460774400738
2017-04-01,4,Salary,11096.092895534894,11322.543770953973
2017-04-01,4,Rent,12107.142857142859,12107.142857142859
2017-04-01,4,Utilities,1044.3381548738723,994.607766546545
2017-04-01,4,Security,359.25765353250426,412.9398316465566
2017-04-01,4,Stationery,195.36938271449992,195.36938271449992
2017-04-01,4,Marketing,2201.9017474572843,1931.4927609274423
2017-04-01,4,Other expenses,1116.4916200809319,1043.45011222517
2017-05-01,4,Salary,9590.86060598454,10656.511784427268
2017-05-01,4,Rent,12107.142857142859,12107.142857142859
2017-05-01,4,Utilities,914.3287111038595,923.5643546503632
2017-05-01,4,Security,375.1092148118398,426.2604713770907
2017-05-01,4,Stationery,169.83815656430957,188.70906284923288
2017-05-01,4,Marketing,2267.1728821369015,2042.4980920152263
2017-05-01,4,Other expenses,983.2852227755911,954.6458473549428
2017-06-01,4,Salary,13968.910864086745,11544.55443312954
2017-06-01,4,Rent,12107.142857142859,12107.142857142859
2017-06-01,4,Utilities,920.7226181745159,852.5209427541814
2017-06-01,4,Security,439.31469831301416,430.7006846206021
2017-06-01,4,Stationery,213.19683888719806,219.79055555381242
2017-06-01,4,Marketing,1777.8613827019494,2020.2970257976697
2017-06-01,4,Other expenses,1396.8910864086743,1154.455443312954
2017-07-01,4,Salary,10017.121077361633,10434.5011222517
2017-07-01,4,Rent,12107.142857142859,12107.142857142859
2017-07-01,4,Utilities,1031.4615364676893,1021.2490460076132
2017-07-01,4,Security,431.5887272693043,399.6191919160225
2017-07-01,4,Stationery,208.11279472337753,241.9916217713692
2017-07-01,4,Marketing,1939.485144765763,2020.2970257976697
2017-07-01,4,Other expenses,1012.1466088584149,1043.45011222517
2017-08-01,4,Salary,9600.851085782442,10323.495791163916
2017-08-01,4,Rent,12107.142857142859,12107.142857142859
2017-08-01,4,Utilities,834.4048727206552,772.597104370977
2017-08-01,4,Security,463.55826262258614,399.6191919160225
2017-08-01,4,Stationery,189.28629057088935,193.14927609274426
2017-08-01,4,Marketing,2284.489713786596,2175.7044893205675
2017-08-01,4,Other expenses,1246.2568521225514,1209.9581088568461
2017-09-01,4,Salary,10869.642020115813,10656.511784427268
2017-09-01,4,Rent,12107.142857142859,12107.142857142859
2017-09-01,4,Utilities,1113.9606985321304,994.607766546545
2017-09-01,4,Security,531.8931444402261,439.58111110762485
2017-09-01,4,Stationery,210.99893333165994,239.77151514961355
2017-09-01,4,Marketing,1773.865190782789,1887.0906284923287
2017-09-01,4,Other expenses,1017.5858700817163,1143.3549102041757
2017-10-01,4,Salary,9293.366318669281,10212.490460076133
2017-10-01,4,Rent,12107.142857142859,12107.142857142859
2017-10-01,4,Utilities,997.4495030223923,959.0860605984542
2017-10-01,4,Security,396.28903198338907,466.222390568693
2017-10-01,4,Stationery,298.6487427585742,253.0921548801476
2017-10-01,4,Marketing,2078.019797963317,1998.0959595801128
2017-10-01,4,Other expenses,965.7463804637212,1110.0533108778404
2017-11-01,4,Salary,14590.540718178338,11766.56509530511
2017-11-01,4,Rent,12107.142857142859,12107.142857142859
2017-11-01,4,Utilities,903.1393737302108,799.238383832045
2017-11-01,4,Security,442.9556731726935,381.85833894197714
2017-11-01,4,Stationery,212.9526271588049,195.36938271449992
2017-11-01,4,Marketing,2782.903650370746,2553.122615019033
2017-11-01,4,Other expenses,1235.4893350070365,1176.656509530511
2017-12-01,4,Salary,10123.686195205904,10545.506453339483
2017-12-01,4,Rent,12107.142857142859,12107.142857142859
2017-12-01,4,Utilities,1090.9603939307417,932.444781137386
2017-12-01,4,Security,494.28453826768475,408.49961840304525
2017-12-01,4,Stationery,194.0373187414465,204.24980920152262
2017-12-01,4,Marketing,2051.3785185022493,2331.111952843465
2017-12-01,4,Other expenses,1078.9718181732608,999.0479797900564
2018-01-01,4,Salary,11169.35641405283,9546.458473549428
2018-01-01,4,Rent,12107.142857142859,12107.142857142859
2018-01-01,4,Utilities,1059.790096961292,905.8035016763179
2018-01-01,4,Security,417.7352619495489,435.1408978641134
2018-01-01,4,Stationery,193.94851447657632,202.029702579767
2018-01-01,4,Marketing,2546.0182738294147,2086.90022445034
2018-01-01,4,Other expenses,898.1441338312607,1032.3495791163916
2018-02-01,4,Salary,14173.160673288268,12654.607744007382
2018-02-01,4,Rent,12107.142857142859,12107.142857142859
2018-02-01,4,Utilities,1023.5579568942392,905.8035016763179
2018-02-01,4,Security,457.34196408167026,444.0213243511362
2018-02-01,4,Stationery,242.96846868494168,253.0921548801476
2018-02-01,4,Marketing,2800.442492682616,2353.313019061022
2018-02-01,4,Other expenses,1064.3191144696734,1132.2543770953973
2018-03-01,4,Salary,11492.381927518283,9657.463804637213
2018-03-01,4,Rent,12107.142857142859,12107.142857142859
2018-03-01,4,Utilities,859.8028924735402,914.6839281633406
2018-03-01,4,Security,431.49992300443415,501.7440965167839
2018-03-01,4,Stationery,261.5285600428192,210.9101290667897
2018-03-01,4,Marketing,2820.6454629405926,2331.111952843465
2018-03-01,4,Other expenses,1022.5811099806666,1087.8522446602838
2018-04-01,4,Salary,11361.395636834697,9879.47446681278
2018-04-01,4,Rent,12107.142857142859,12107.142857142859
2018-04-01,4,Utilities,727.1293207574205,790.3579573450223
2018-04-01,4,Security,460.84973254404423,430.7006846206021
2018-04-01,4,Stationery,260.9069301887276,230.8910886625908
2018-04-01,4,Marketing,2632.158410753535,2308.910886625908
2018-04-01,4,Other expenses,1037.344819015342,1165.5559764217326
2018-05-01,4,Salary,14042.17438260468,12765.613075095163
