bill,date,time,item,amount,total,payment_type(cash/card),buyer_id,purchase_price
100001646,20-09-2016,12:31:15,"Boots type 2, Puma",2,3854.144,cash,,2458
100001653,17-08-2018,14:34:30,"Hat type 8, Nike",1,569.64,cash,450.0,282
100001668,26-06-2018,15:20:54,"Shirt type 10, Nike",2,794.92,card,,334
100001701,24-05-2017,12:46:59,"Trousers type 9, Adidas",2,856.9,card,,410
100001701,24-05-2017,12:46:59,"Hat type 7, Adidas",2,647.68,card,,352
100001701,24-05-2017,12:46:59,"Hat type 4, Adidas",1,478.38,card,,280
100001701,24-05-2017,12:46:59,"Sneakers type 6, Reebok",1,1966.96,card,,1069
100001701,24-05-2017,12:46:59,"Trousers type 7, Adidas",1,1984.32,card,,954
100001708,10-01-2017,19:08:28,"Trousers type 12, Nike",1,1345.05584,card,,758
100001708,10-01-2017,19:08:28,"Boots type 1, Adidas",1,7293.79,card,,3593
100001735,01-08-2018,11:38:40,"Shirt type 2, Reebok",1,554.4,cash,,252
100001745,21-03-2018,14:39:16,"Trousers type 4, Nike",2,4484.7752,cash,,2014
100001745,21-03-2018,14:39:16,"Cufflinks type 7, Reebok",2,1025.28,cash,,534
100001748,15-03-2018,17:24:18,"Trousers type 3, Reebok",1,1850.97,cash,34.0,869
100001756,13-09-2018,11:25:11,"Cap type 3, Puma",2,959.728,card,,574
100001757,07-03-2017,09:59:59,"Hat type 7, Nike",1,452.608,cash,,208
100001757,07-03-2017,09:59:59,"Belt type 4, Nike",2,1258.784,cash,,566
100001760,11-01-2016,11:03:19,"Trousers type 6, Puma",2,2483.904,cash,,1522
100001760,11-01-2016,11:03:19,"Sneakers type 5, Reebok",1,2250.24,cash,,1172
100001761,30-10-2017,09:27:54,"Shirt type 3, Nike",1,1737.236,cash,,821
100001786,25-08-2017,20:47:47,"Trousers type 11, Reebok",1,1816.84,cash,,857
100001786,25-08-2017,20:47:47,"Socks type 6, Reebok",1,691.6,cash,,380
100001804,23-08-2016,17:04:22,"Shirt type 11, Adidas",1,571.33,cash,,310
100001807,29-05-2016,14:41:48,"Belt type 1, Nike",1,274.912,card,,121
100001807,29-05-2016,14:41:48,"Cap type 3, Puma",1,479.864,card,,287
100001808,30-10-2017,12:00:36,"T-shirt type 3, Reebok",2,881.4,cash,,452
100001812,26-10-2017,20:41:24,"Boots type 4, Adidas",1,5917.0617,cash,,3411
100001812,26-10-2017,20:41:24,"Shirt type 2, Adidas",1,1007.4,cash,,460
100001812,26-10-2017,20:41:24,"Sneakers type 2, Puma",1,1579.056,cash,,982
100001813,21-08-2017,09:16:15,"Cap type 3, Nike",1,349.9188,card,,165
100001819,13-11-2017,17:06:15,"Slippers type 2, Nike",1,770.24,card,134.0,332
100001819,13-11-2017,17:06:15,"Cufflinks type 6, Reebok",1,413.27,card,134.0,221
100001825,24-05-2018,14:37:16,"Socks type 6, Adidas",1,698.4,cash,,388
100001826,09-07-2018,16:19:53,"Socks type 5, Nike",2,1013.968,cash,,508
100001826,09-07-2018,16:19:53,"Boots type 2, Adidas",1,6783.45,cash,,3309
100001826,09-07-2018,16:19:53,"Shirt type 7, Reebok",1,1310.26,cash,,686
100001826,09-07-2018,16:19:53,"Shoes type 1, Puma",2,7574.16,cash,,4530
100001838,21-02-2017,20:17:11,"Cap type 2, Nike",1,541.66,card,1012.0,265
100001846,01-07-2018,18:56:26,"Trousers type 3, Puma",1,412.8,cash,,258
100001846,01-07-2018,18:56:26,"Sneakers type 6, Reebok",1,1868.612,cash,,1069
100001846,01-07-2018,18:56:26,"Socks type 4, Nike",1,289.788,cash,,123
100001912,19-01-2016,20:29:31,"Ball type 1, Puma",1,59.67368,card,,43
100001936,01-11-2016,18:03:59,"Shirt type 2, Adidas",1,1007.4,cash,,460
100001950,25-04-2016,14:28:38,"Belt type 3, Nike",2,938.528,card,,422
100001951,28-10-2016,18:32:59,"Shoes type 4, Puma",1,3041.776,cash,,1802
100001951,28-10-2016,18:32:59,"Shirt type 8, Adidas",1,649.65,cash,,355
100001951,28-10-2016,18:32:59,"T-shirt type 7, Nike",1,869.584,cash,,391
100001960,04-01-2018,13:00:02,"Boots type 3, Reebok",1,6686.18,card,,3394
100001960,04-01-2018,13:00:02,"Hat type 7, Reebok",1,374.4,card,,195
100001972,10-07-2018,12:35:36,"Slippers type 2, Nike",1,770.24,cash,,332
100001972,10-07-2018,12:35:36,"Cap type 1, Puma",1,235.60416,cash,,134
100001972,10-07-2018,12:35:36,"Cufflinks type 2, Puma",1,445.28,cash,,253
100002005,18-04-2018,17:52:44,"Sneakers type 4, Puma",1,1451.904,cash,241.0,912
100002018,19-08-2016,14:27:40,"Boots type 2, Adidas",1,6783.45,card,,3309
100002018,19-08-2016,14:27:40,"Hat type 7, Nike",1,452.608,card,,208
100002022,13-07-2016,16:52:07,"Shirt type 12, Reebok",1,1276.87,card,,629
100002029,17-07-2016,10:36:39,"Belt type 1, Puma",1,310.184,cash,245.0,191
100002030,28-09-2018,17:10:15,"Trousers type 1, Nike",1,2275.036,cash,,937
100002047,14-09-2016,10:25:52,"Trousers type 11, Reebok",2,3633.68,card,,1714
100002073,20-02-2016,14:53:55,"Sneakers type 2, Puma",1,1579.056,card,,982
100002073,20-02-2016,14:53:55,"Socks type 4, Adidas",1,667.554,card,,370
100002073,20-02-2016,14:53:55,"Cufflinks type 3, Adidas",1,396.44,card,,187
100002078,29-11-2016,18:45:58,"Belt type 1, Adidas",1,637.29,card,,291
100002078,29-11-2016,18:45:58,"Shirt type 12, Puma",1,548.416,card,,328
100002082,07-09-2016,13:02:45,"T-shirt type 5, Nike",1,511.56,card,1232.0,245
100002082,07-09-2016,13:02:45,"Shirt type 7, Nike",1,1630.0944,card,1232.0,820
100002082,07-09-2016,13:02:45,"Hat type 6, Reebok",1,203.3,card,1232.0,107
100002095,27-03-2016,11:30:14,"Trousers type 8, Adidas",2,4254.12,cash,,2106
100002095,27-03-2016,11:30:14,"Boots type 2, Puma",1,1927.072,cash,,1229
100002095,27-03-2016,11:30:14,"Hat type 6, Nike",1,510.024,cash,,237
100002096,15-07-2016,09:03:34,"Top type 4, Nike",1,402.28,cash,,178
100002120,09-02-2018,20:06:06,"Hat type 2, Nike",1,535.51904,card,302.0,238
100002132,20-06-2017,09:24:50,"T-shirt type 5, Reebok",1,581.7553,cash,,323
100002149,15-09-2016,13:38:11,"Shoes type 2, Adidas",1,3363.51,cash,1099.0,1761
100002158,18-12-2016,10:22:53,"Cap type 2, Adidas",1,630.72,card,,292
100002158,18-12-2016,10:22:53,"Trousers type 4, Reebok",1,2210.88,card,,1176
100002215,29-09-2017,16:53:49,"T-shirt type 3, Adidas",1,573.4176,card,,318
100002215,29-09-2017,16:53:49,"Socks type 7, Reebok",1,315.59,card,,151
100002215,29-09-2017,16:53:49,"Top type 1, Puma",1,420.784,card,,238
100002231,12-09-2016,10:31:52,"Sneakers type 2, Puma",1,1579.056,cash,,982
100002231,12-09-2016,10:31:52,"Cufflinks type 7, Reebok",1,512.64,cash,,267
100002241,07-10-2017,13:20:24,"Shirt type 2, Reebok",1,554.4,cash,,252
100002260,08-02-2018,14:41:31,"Hat type 6, Reebok",1,203.3,card,,107
100002267,01-02-2017,13:38:36,"Trousers type 4, Adidas",1,1339.5,cash,,705
100002299,03-05-2017,16:34:53,"Shoes type 1, Adidas",1,3712.5,card,,1875
100002309,01-12-2016,17:27:58,"T-shirt type 3, Puma",1,616.176,cash,,389
100002309,01-12-2016,17:27:58,"Socks type 3, Nike",1,436.244,cash,,191
100002315,28-02-2018,12:32:17,"Trousers type 7, Puma",1,482.232,card,,283
100002325,19-01-2017,16:05:32,"Shirt type 2, Nike",1,1951.232,card,,824
100002328,07-01-2018,15:53:11,"Boots type 1, Nike",2,12111.456,cash,,5628
100002328,07-01-2018,15:53:11,"Socks type 3, Adidas",1,420.174,cash,,251
100002328,07-01-2018,15:53:11,"Sneakers type 2, Adidas",1,2117.61,cash,,1023
100002329,02-08-2018,10:46:51,"Shirt type 1, Reebok",1,1357.92,cash,839.0,738
100002329,02-08-2018,10:46:51,"Shirt type 3, Puma",1,273.6,cash,839.0,152
100002329,02-08-2018,10:46:51,"Shirt type 12, Adidas",1,738.72,cash,839.0,456
100002329,02-08-2018,10:46:51,"Shirt type 5, Reebok",2,1710.5088,cash,839.0,1068
100002336,14-12-2017,20:48:08,"Shirt type 3, Reebok",1,516.6,card,,246
100002336,14-12-2017,20:48:08,"Shirt type 9, Reebok",1,546.0,card,,273
100002349,12-05-2016,17:52:57,"Socks type 5, Adidas",1,736.32,card,,354
100002351,12-03-2018,09:50:41,"Top type 1, Puma",1,420.784,cash,413.0,238
100002356,18-04-2017,09:28:09,"Trousers type 5, Adidas",1,777.896,cash,588.0,479
100002356,18-04-2017,09:28:09,"Ball type 2, Nike",1,83.62,cash,588.0,37
100002356,18-04-2017,09:28:09,"Top type 1, Adidas",1,797.16,cash,588.0,364
100002385,18-07-2018,09:12:31,"Shirt type 12, Reebok",1,1136.4143,cash,,629
100002388,10-08-2016,19:35:55,"T-shirt type 1, Puma",1,233.696,cash,,134
100002388,10-08-2016,19:35:55,"Trousers type 4, Reebok",1,2210.88,cash,,1176
100002390,02-03-2016,16:35:26,"Cufflinks type 6, Nike",1,516.64032,cash,,294
100002403,12-08-2018,16:42:29,"Shoes type 3, Reebok",1,2500.2,cash,568.0,1389
100002403,12-08-2018,16:42:29,"Shirt type 9, Adidas",1,1818.46,cash,568.0,838
100002413,01-12-2017,10:21:18,"Slippers type 3, Puma",1,368.0,cash,,230
100002413,01-12-2017,10:21:18,"T-shirt type 2, Nike",1,431.136,cash,,216
100002435,14-12-2017,15:12:24,"Cufflinks type 3, Reebok",1,625.9128,cash,,391
100002435,14-12-2017,15:12:24,"Socks type 2, Nike",1,269.0,cash,,125
100002454,30-08-2017,19:29:23,"Belt type 3, Adidas",1,365.4,card,1262.0,203
100002454,30-08-2017,19:29:23,"Cufflinks type 2, Nike",1,231.544,card,1262.0,103
100002454,30-08-2017,19:29:23,"Socks type 7, Puma",1,565.76,card,1262.0,320
100002455,28-02-2016,18:52:16,"Boots type 3, Nike",1,6945.9264,cash,,3312
100002464,02-02-2017,17:12:57,"Top type 3, Puma",1,480.6,card,,267
100002464,02-02-2017,17:12:57,"T-shirt type 3, Nike",1,492.2,card,,230
100002464,02-02-2017,17:12:57,"Trousers type 9, Puma",1,858.28,card,,499
100002464,02-02-2017,17:12:57,"Trousers type 9, Puma",1,738.1208,card,,499
100002464,02-02-2017,17:12:57,"Boots type 4, Nike",1,6929.088,card,,2868
100002467,10-07-2018,18:12:12,"Trousers type 3, Adidas",2,3994.5296,cash,,2204
100002467,10-07-2018,18:12:12,"T-shirt type 3, Adidas",1,554.7192,cash,,318
100002493,29-12-2016,16:12:33,"Top type 4, Nike",1,402.28,cash,,178
100002493,29-12-2016,16:12:33,"Socks type 6, Reebok",2,1383.2,cash,,760
100002493,29-12-2016,16:12:33,"Top type 4, Puma",1,223.0144,cash,,131
100002493,29-12-2016,16:12:33,"Cufflinks type 6, Adidas",1,296.1855,cash,,183
100002493,29-12-2016,16:12:33,"Sneakers type 2, Adidas",1,2117.61,cash,,1023
100002501,11-08-2016,20:27:45,"Hat type 2, Adidas",1,270.436,cash,,136
100002517,30-10-2017,10:15:24,"Trousers type 5, Reebok",2,4153.36,cash,,2152
100002520,04-10-2017,10:23:19,"Cufflinks type 6, Adidas",1,356.85,card,,183
100002520,04-10-2017,10:23:19,"Shirt type 12, Puma",2,1096.832,card,,656
100002520,04-10-2017,10:23:19,"Cap type 2, Nike",1,482.0774,card,,265
100002520,04-10-2017,10:23:19,"Shirt type 8, Adidas",1,649.65,card,,355
100002520,04-10-2017,10:23:19,"Slippers type 2, Puma",1,318.56,card,,181
100002538,04-07-2017,10:43:44,"Shirt type 6, Reebok",2,1357.224,card,383.0,660
100002538,04-07-2017,10:43:44,"Trousers type 9, Adidas",1,407.0275,card,383.0,205
100002538,04-07-2017,10:43:44,"Cufflinks type 5, Puma",2,476.672,card,383.0,280
100002547,28-09-2018,16:42:05,"Trousers type 2, Adidas",1,2081.16,cash,660.0,1107
100002547,28-09-2018,16:42:05,"Belt type 4, Nike",1,629.392,cash,660.0,283
100002547,28-09-2018,16:42:05,"Hat type 4, Adidas",1,562.8,cash,660.0,280
100002547,28-09-2018,16:42:05,"Hat type 5, Reebok",1,226.24,cash,660.0,112
100002547,28-09-2018,16:42:05,"Trousers type 11, Reebok",1,1816.84,cash,660.0,857
100002555,30-06-2016,16:32:11,"Hat type 1, Puma",1,470.016,cash,,288
100002558,23-10-2016,19:33:17,"Hat type 6, Reebok",1,203.3,cash,,107
100002558,23-10-2016,19:33:17,"Boots type 4, Puma",1,5809.6,cash,,3631
100002558,23-10-2016,19:33:17,"Shirt type 9, Nike",1,1427.1936,cash,,740
100002568,02-04-2016,13:58:02,"Trousers type 1, Adidas",1,1564.92,cash,,828
100002568,02-04-2016,13:58:02,"Slippers type 2, Adidas",1,698.92,cash,,346
100002615,09-02-2016,20:11:32,"Hat type 7, Nike",1,452.608,cash,737.0,208
100002625,27-08-2017,11:43:37,"Cufflinks type 4, Nike",1,335.9244,cash,,197
100002625,27-08-2017,11:43:37,"Trousers type 12, Adidas",1,974.46,cash,,447
100002625,27-08-2017,11:43:37,"Hat type 3, Nike",1,648.448,cash,,298
100002689,18-08-2018,14:42:09,"Cap type 3, Puma",1,446.27352,cash,,287
100002691,22-07-2017,12:54:49,"Top type 2, Nike",2,1869.56,card,,770
100002695,13-11-2016,10:25:58,"Hat type 4, Reebok",1,229.4,cash,707.0,124
100002703,15-01-2017,20:56:27,"Shirt type 6, Adidas",1,1333.2,cash,,606
100002703,15-01-2017,20:56:27,"Trousers type 2, Puma",1,959.6704,cash,,590
100002714,01-05-2018,19:07:32,"Sneakers type 2, Adidas",1,1736.4402,cash,,1023
100002755,30-07-2017,19:15:29,"Socks type 3, Reebok",1,356.96,cash,950.0,184
100002755,30-07-2017,19:15:29,"Socks type 4, Adidas",2,1376.4,cash,950.0,740
100002761,11-07-2018,09:28:11,"Cufflinks type 7, Nike",1,581.616,card,,252
100002764,16-01-2018,19:52:41,"Hat type 2, Nike",1,448.08736,card,1269.0,238
100002770,18-06-2017,18:25:52,"Trousers type 4, Nike",1,2360.408,cash,,1007
100002770,18-06-2017,18:25:52,"Boots type 5, Reebok",1,5673.87,cash,,2741
100002770,18-06-2017,18:25:52,"Cap type 3, Puma",1,407.8844,cash,,287
100002770,18-06-2017,18:25:52,"Sneakers type 4, Reebok",1,3256.86,cash,,1700
100002774,30-08-2018,12:43:10,"Socks type 3, Adidas",2,933.72,cash,,502
100002774,30-08-2018,12:43:10,"Cufflinks type 3, Puma",1,525.6576,cash,,390
100002813,26-04-2017,13:20:11,"Trousers type 4, Nike",1,2360.408,cash,,1007
100002836,01-03-2018,10:02:56,"Trousers type 7, Nike",1,2670.744,card,,1299
100002854,19-08-2016,14:27:35,"Shirt type 7, Reebok",1,1310.26,card,,686
100002874,17-08-2017,16:13:48,"Shirt type 10, Nike",1,397.46,cash,,167
100002887,19-08-2016,17:46:36,"Hat type 3, Puma",1,388.44,card,,249
100002914,22-07-2016,15:36:28,"Trousers type 12, Adidas",1,974.46,card,,447
100002920,02-05-2017,15:59:53,"Trousers type 9, Puma",1,858.28,cash,182.0,499
100002927,10-11-2017,16:12:15,"Sneakers type 6, Reebok",1,1966.96,cash,,1069
100002927,10-11-2017,16:12:15,"T-shirt type 1, Nike",1,452.2,cash,,190
100002927,10-11-2017,16:12:15,"Hat type 1, Adidas",1,225.09,cash,,123
100002927,10-11-2017,16:12:15,"Shoes type 2, Reebok",1,4327.96,cash,,2378
100002927,10-11-2017,16:12:15,"Sneakers type 6, Puma",1,2422.82368,cash,,1564
100002927,10-11-2017,16:12:15,"Sneakers type 1, Puma",1,2833.50144,cash,,1628
100002950,04-11-2017,13:17:14,"Trousers type 8, Nike",1,1563.272,cash,,743
100002950,04-11-2017,13:17:14,"Belt type 4, Puma",1,430.944,cash,,268
100002950,04-11-2017,13:17:14,"Shirt type 11, Puma",1,734.72,cash,,410
100002991,21-09-2017,14:59:40,"Trousers type 12, Puma",1,296.192,card,,178
100002991,21-09-2017,14:59:40,"Cufflinks type 3, Nike",1,782.6,card,,350
100002995,01-07-2018,11:43:43,"Cufflinks type 1, Nike",1,401.61744,card,,233
100003009,22-02-2016,18:48:04,"Trousers type 3, Adidas",1,2149.2306,cash,,1102
100003009,22-02-2016,18:48:04,"Slippers type 3, Adidas",1,300.49,cash,,151
100003009,22-02-2016,18:48:04,"Slippers type 3, Puma",1,368.0,cash,,230
100003023,19-09-2016,11:06:41,"Shirt type 8, Reebok",1,1187.93,cash,,563
100003029,04-03-2016,11:32:44,"Cap type 3, Reebok",2,612.2058,card,1164.0,314
100003029,04-03-2016,11:32:44,"Cufflinks type 6, Nike",2,1020.97968,card,1164.0,588
100003040,02-02-2017,09:57:30,"Trousers type 8, Adidas",1,1871.8128,card,,1053
100003040,02-02-2017,09:57:30,"Trousers type 12, Reebok",1,542.82,card,,249
100003046,10-05-2017,19:25:43,"Boots type 2, Puma",1,1927.072,card,168.0,1229
100003078,11-01-2017,15:01:50,"Trousers type 11, Reebok",1,1816.84,card,693.0,857
100003078,11-01-2017,15:01:50,"Boots type 1, Nike",1,6055.728,card,693.0,2814
100003082,03-02-2018,13:08:47,"Trousers type 12, Puma",1,296.192,cash,477.0,178
100003095,28-02-2018,20:23:45,"Shirt type 5, Reebok",1,971.88,card,,534
100003095,28-02-2018,20:23:45,"Belt type 2, Adidas",1,325.95,card,,159
100003107,12-02-2017,09:43:06,"Top type 3, Reebok",1,560.19,card,,263
100003133,27-04-2016,20:42:04,"Sneakers type 2, Reebok",1,1295.84,cash,,712
100003137,01-07-2017,10:36:35,"Boots type 5, Reebok",1,4936.2669,card,,2741
100003137,01-07-2017,10:36:35,"Shoes type 1, Nike",1,3176.892,card,,1611
100003160,18-05-2017,09:20:02,"T-shirt type 4, Adidas",1,244.3392,card,559.0,144
100003161,06-09-2016,19:14:39,"Cufflinks type 7, Nike",1,581.616,cash,,252
100003161,06-09-2016,19:14:39,"Shoes type 3, Reebok",1,2500.2,cash,,1389
100003161,06-09-2016,19:14:39,"Boots type 5, Nike",1,8007.18,cash,,3543
100003163,03-12-2016,20:46:50,"Top type 4, Puma",1,234.752,card,,131
100003168,08-03-2017,17:25:00,"Cap type 1, Nike",1,455.168,cash,,224
100003182,18-07-2017,13:20:33,"Trousers type 6, Adidas",1,1532.0,cash,,766
100003182,18-07-2017,13:20:33,"Trousers type 10, Adidas",1,1049.452,cash,,580
100003195,21-07-2018,17:51:07,"Shirt type 2, Reebok",1,554.4,cash,988.0,252
100003195,21-07-2018,17:51:07,"Sneakers type 5, Reebok",1,2250.24,cash,988.0,1172
100003195,21-07-2018,17:51:07,"Hat type 3, Nike",1,583.6032,cash,988.0,298
100003195,21-07-2018,17:51:07,"Top type 1, Nike",1,339.16,cash,988.0,139
100003195,21-07-2018,17:51:07,"Hat type 5, Puma",1,234.08,cash,988.0,140
100003203,15-05-2016,14:16:07,"Socks type 7, Reebok",1,309.2782,card,,151
100003203,15-05-2016,14:16:07,"Trousers type 6, Adidas",1,1348.16,card,,766
100003203,15-05-2016,14:16:07,"Shirt type 8, Adidas",2,1299.3,card,,710
100003203,15-05-2016,14:16:07,"Cufflinks type 6, Puma",1,365.72,card,,205
100003216,22-04-2017,09:43:23,"Sneakers type 3, Reebok",1,2059.78,cash,,1138
100003224,04-03-2018,20:32:44,"Ball type 1, Puma",2,143.792,cash,,86
100003224,04-03-2018,20:32:44,"Trousers type 2, Adidas",1,2081.16,cash,,1107
100003250,28-01-2018,11:27:13,"Shirt type 6, Puma",1,551.76,card,785.0,330
100003250,28-01-2018,11:27:13,"Shoes type 4, Adidas",1,3582.78,card,785.0,1698
100003265,02-01-2017,15:56:58,"Shoes type 1, Nike",1,3176.892,cash,,1611
100003265,02-01-2017,15:56:58,"Shirt type 10, Puma",1,406.56912,cash,,283
100003265,02-01-2017,15:56:58,"Shirt type 6, Reebok",1,643.632,cash,,330
100003269,13-03-2018,09:28:51,"Cufflinks type 5, Reebok",1,262.8,cash,,146
100003284,06-10-2016,14:39:50,"T-shirt type 4, Reebok",1,356.1258,card,,174
100003300,05-06-2018,20:06:26,"Boots type 5, Adidas",1,2860.29,cash,,1563
100003300,05-06-2018,20:06:26,"Cufflinks type 6, Adidas",1,335.439,cash,,183
100003303,01-09-2017,17:26:30,"Shirt type 2, Puma",1,853.632,card,,494
100003303,01-09-2017,17:26:30,"Shirt type 3, Reebok",1,516.6,card,,246
100003306,22-09-2016,14:19:15,"Shirt type 1, Reebok",1,1357.92,card,,738
100003312,12-10-2017,13:52:39,"Socks type 2, Puma",1,350.67136,card,437.0,257
100003312,12-10-2017,13:52:39,"Sneakers type 6, Puma",2,4845.64736,card,437.0,3128
100003318,13-02-2018,17:28:28,"T-shirt type 6, Reebok",1,371.05,cash,1039.0,181
100003324,09-04-2016,20:41:51,"Hat type 6, Nike",1,448.82112,card,,237
100003356,24-11-2017,17:04:20,"Shirt type 11, Puma",1,617.1648,card,623.0,410
100003430,16-07-2017,17:09:00,"T-shirt type 2, Nike",1,431.136,cash,,216
100003430,16-07-2017,17:09:00,"Sneakers type 6, Reebok",1,1947.2904,cash,,1069
100003430,16-07-2017,17:09:00,"Ball type 1, Nike",1,97.38432,cash,,48
100003430,16-07-2017,17:09:00,"Boots type 2, Adidas",1,6783.45,cash,,3309
100003430,16-07-2017,17:09:00,"Ball type 1, Nike",2,185.81376,cash,,96
100003476,19-02-2017,17:03:53,"Hat type 4, Nike",1,573.672,cash,,246
100003483,31-01-2016,12:35:34,"Socks type 7, Nike",1,299.14912,cash,,151
100003483,31-01-2016,12:35:34,"Ball type 1, Puma",1,71.896,cash,,43
100003490,17-03-2017,19:46:00,"Socks type 4, Puma",1,297.024,cash,,168
100003508,17-05-2018,15:03:26,"Shirt type 12, Adidas",1,820.8,cash,,456
100003518,08-01-2017,16:48:42,"Top type 1, Nike",2,678.32,card,,278
100003519,06-05-2017,17:38:36,"Ball type 2, Nike",1,83.62,cash,,37
100003531,18-09-2016,15:10:01,"Trousers type 12, Nike",1,1640.312,cash,256.0,758
100003531,18-09-2016,15:10:01,"T-shirt type 4, Adidas",2,581.76,cash,256.0,288
100003539,26-01-2017,16:27:47,"Socks type 6, Nike",1,536.52,card,,255
100003539,26-01-2017,16:27:47,"Boots type 6, Puma",1,2144.936,card,,1361
100003539,26-01-2017,16:27:47,"Slippers type 1, Nike",1,371.68,card,,184
100003539,26-01-2017,16:27:47,"Cufflinks type 7, Reebok",1,512.64,card,,267
100003539,26-01-2017,16:27:47,"Sneakers type 1, Reebok",1,2316.6,card,,1053
100003542,20-08-2017,20:09:17,"Hat type 5, Reebok",1,192.304,cash,,112
100003542,20-08-2017,20:09:17,"Hat type 4, Puma",1,364.37168,cash,,251
100003556,13-07-2016,19:27:39,"T-shirt type 1, Puma",1,233.696,cash,1010.0,134
100003556,13-07-2016,19:27:39,"Hat type 3, Puma",2,776.88,cash,1010.0,498
100003556,13-07-2016,19:27:39,"Slippers type 2, Puma",1,318.56,cash,1010.0,181
100003556,13-07-2016,19:27:39,"Socks type 6, Adidas",1,698.4,cash,1010.0,388
100003556,13-07-2016,19:27:39,"Socks type 5, Adidas",2,1472.64,cash,1010.0,708
100003567,01-03-2016,13:52:00,"Trousers type 5, Adidas",1,914.0278,card,,479
100003567,01-03-2016,13:52:00,"Top type 3, Puma",1,480.6,card,,267
100003585,03-05-2017,20:48:09,"Shirt type 7, Puma",2,2153.536,card,,1288
100003585,03-05-2017,20:48:09,"Slippers type 3, Reebok",1,447.4602,card,,243
100003585,03-05-2017,20:48:09,"Shirt type 2, Adidas",1,1007.4,card,,460
100003592,08-09-2018,20:10:23,"Slippers type 2, Nike",1,631.5968,card,460.0,332
100003596,03-10-2017,14:18:17,"Belt type 4, Puma",1,413.70624,cash,,268
100003597,30-07-2018,09:48:00,"Belt type 2, Puma",1,192.50976,cash,,146
100003597,30-07-2018,09:48:00,"Cap type 3, Adidas",2,661.5654,cash,,394
100003603,28-10-2016,14:55:32,"Socks type 3, Reebok",1,303.416,cash,,184
100003603,28-10-2016,14:55:32,"Slippers type 3, Adidas",1,300.49,cash,,151
100003603,28-10-2016,14:55:32,"Shirt type 1, Adidas",1,914.82,cash,,474
100003603,28-10-2016,14:55:32,"Boots type 5, Reebok",1,5673.87,cash,,2741
100003615,25-01-2018,20:01:34,"Sneakers type 6, Nike",1,4692.12,cash,,1923
100003626,08-02-2018,17:46:32,"Trousers type 10, Nike",2,2317.232,cash,,1154
100003626,08-02-2018,17:46:32,"Shirt type 4, Adidas",2,717.96,cash,,372
100003626,08-02-2018,17:46:32,"T-shirt type 1, Puma",1,233.696,cash,,134
100003627,27-04-2018,20:04:32,"Hat type 7, Reebok",1,374.4,cash,,195
100003639,13-01-2017,16:06:09,"Boots type 1, Adidas",1,7293.79,cash,613.0,3593
100003643,09-05-2016,16:25:48,"T-shirt type 3, Puma",1,616.176,cash,,389
100003643,09-05-2016,16:25:48,"Hat type 3, Reebok",1,516.12,cash,,253
100003643,09-05-2016,16:25:48,"Cufflinks type 1, Puma",1,227.88,cash,,135
100003643,09-05-2016,16:25:48,"Shirt type 7, Reebok",2,2620.52,cash,,1372
100003643,09-05-2016,16:25:48,"Shoes type 3, Adidas",1,3408.96,cash,,1608
100003643,09-05-2016,16:25:48,"Hat type 6, Adidas",1,424.212,cash,,265
100003643,09-05-2016,16:25:48,"Cufflinks type 4, Adidas",1,1069.81,cash,,493
100003643,09-05-2016,16:25:48,"Shirt type 9, Nike",1,1699.04,cash,,740
100003659,16-05-2017,11:26:39,"Hat type 5, Nike",1,454.336,cash,,229
100003659,16-05-2017,11:26:39,"Socks type 3, Adidas",1,378.1566,cash,,251
100003690,12-11-2016,09:25:40,"Boots type 1, Nike",1,6055.728,cash,248.0,2814
100003694,15-02-2016,11:20:21,"Belt type 3, Reebok",1,714.42,cash,310.0,378
100003703,28-07-2017,18:23:17,"Trousers type 10, Puma",1,1870.2,cash,,1039
100003705,03-11-2017,18:57:52,"Hat type 4, Puma",1,423.688,cash,,251
100003718,12-08-2016,09:14:08,"Sneakers type 6, Reebok",1,1966.96,card,,1069
100003718,12-08-2016,09:14:08,"Sneakers type 4, Adidas",1,1390.059,card,,739
100003718,12-08-2016,09:14:08,"Socks type 4, Nike",1,237.62616,card,,123
100003718,12-08-2016,09:14:08,"Shirt type 10, Nike",1,357.714,card,,167
100003718,12-08-2016,09:14:08,"Shoes type 2, Nike",1,3792.536,card,,1562
100003718,12-08-2016,09:14:08,"T-shirt type 4, Nike",1,481.41216,card,,246
100003784,23-01-2017,18:12:21,"Trousers type 10, Reebok",1,336.5712,cash,,162
100003784,23-01-2017,18:12:21,"Shirt type 1, Adidas",1,914.82,cash,,474
100003787,23-12-2016,10:10:14,"Hat type 1, Puma",1,470.016,card,,288
100003787,23-12-2016,10:10:14,"Shirt type 3, Adidas",1,747.72,card,,372
100003787,23-12-2016,10:10:14,"T-shirt type 2, Nike",1,431.136,card,,216
100003787,23-12-2016,10:10:14,"Sneakers type 3, Adidas",1,3241.26,card,,1637
100003831,17-03-2017,12:40:22,"Shirt type 5, Adidas",1,1433.36,card,,779
100003831,17-03-2017,12:40:22,"T-shirt type 3, Reebok",2,881.4,card,,452
100003837,20-06-2018,17:55:55,"Trousers type 6, Adidas",1,1532.0,card,,766
100003837,20-06-2018,17:55:55,"Trousers type 2, Adidas",1,2081.16,card,,1107
100003845,30-05-2018,17:43:39,"Shirt type 2, Puma",1,776.80512,cash,,494
100003846,02-04-2016,18:29:06,"Cufflinks type 6, Puma",1,365.72,cash,1027.0,205
